Hospital Name,AT&T,FirstNet
"CHI St. Vincent Hot Springs Rehabilitation Hospital, a partner of Encompass Health",13,0
Baptist Memorial Hospital-Crittenden,3,0
UAMS Medical Center,65,0
John L. McClellan Memorial Veterans' Hospital,53,0
McGehee Hospital,1,0
Magnolia Regional Medical Center,9,0
Wadley Regional Medical Center at Hope,1,0
Arkansas Continued Care Hospital of Jonesboro,1,0
Baptist Health Medical Center-Hot Spring County,0,0
Mena Regional Health System,4,0
Mercy Hospital Paris,2,0
Baptist Health Medical Center - Drew County,3,0
Mercy Rehabilitation Hospital Fort Smith,0,0
CHI St. Vincent Morrilton,1,0
Baxter Health,4,0
Stone County Medical Center,0,0
Howard Memorial Hospital,2,0
The BridgeWay,3,0
Unity Health - Newport,0,0
Baptist Health Medical Center - North Little Rock,13,0
SMC Regional Medical Center,0,0
Arkansas Methodist Medical Center,9,0
Piggott Health System,1,0
Jefferson Regional,9,0
St. Bernards Five Rivers,1,0
Mercy Hospital Northwest Arkansas,35,0
Saint Mary's Regional Medical Center AR,4,0
Fulton County Hospital,0,0
Siloam Springs Regional Hospital,0,0
Baptist Health Medical Center-Stuttgart,2,0
Lawrence Memorial Hospital,2,0
Baptist Health - Van Buren,4,0
Bradley County Medical Center,7,0
Mercy Hospital Waldron,7,0
CrossRidge Community Hospital,1,0
Mercy Hospital Berryville,2,0
Mercy Hospital Ozark,0,0
Baptist Health Medical Center - Conway,32,0
Conway Behavioral Health,0,0
Arkansas Children's Northwest,6,0
Perimeter Behavioral Hospital of West Memphis,2,0
Everest Rehabilitation Hospital of Rogers,2,0
Sevier County Medical Center,0,0
Unity Health - Jacksonville,0,0
Baton Rouge Rehabilitation Hospital,18,0
Citizens Medical Center LA,3,0
Abbeville General Hospital,3,0
Intensive Specialty Hospital - Shreveport Campus,16,0
Cornerstone Hospitals West Monroe,4,0
Rapides Regional Medical Center,22,0
Brentwood Hospital,12,0
Encompass Health Rehabilitation Hospital of Alexandria,11,0
PAM Health Specialty and Rehabiliation Hospital of New Orleans,22,0
University Medical Center LA,89,0
Our Lady of the Lake Regional Medical Center,42,0
Specialty Hospital,38,1
RiverBridge Specialty Hospital,15,0
LCMC Health Downtown,207,0
Cornerstone Hospitals Southwest Louisiana,1,0
Baton Rouge General Medical Center,29,0
North Oaks Rehabilitation Hospital,24,0
CHRISTUS Dubuis Hospital of Alexandria,16,0
Riverbend Rehabilitation Hospital,6,0
CHRISTUS St. Frances Cabrini Hospital,16,0
Sage Rehabilitation Hospital,40,0
Sage Specialty Hospital (LTAC),2,0
PAM Specialty Hospital of Hammond,5,0
Physicians Medical Center,11,0
Southeast Regional Medical Center,1,0
Louisiana Extended Care Hospital of Lafayette,47,0
AMG Specialty Hospital-Lafayette,5,0
St. James Behavioral Health Hospital,1,0
Alexandria VA Medical Center,2,0
Bridgepoint Continuing Care Hospital,10,0
ClearSky Rehabilitation Hospital of Rosepine,0,0
Bliant Specialty Hospital,4,0
Louisiana Extended Care Hospital of Natchitoches,10,0
Hood Memorial Hospital,2,0
Community Care Hospital,16,0
CHRISTUS Health Shreveport-Bossier,22,0
Accord Rehabilitation Hospital,0,0
"United Medical Healthwest New Orleans, LLC",4,0
Monroe Surgical Hospital,7,0
Morehouse General Hospital,6,0
Sterlington Rehabilitation Hospital,5,0
Our Lady of the Angels Hospital,10,0
Woman's Hospital,19,0
Ochsner Medical Center - Baton Rouge,45,0
Reeves Memorial Medical Center,0,0
Riverside Hospital,22,0
Specialty Rehabilitation Hospital of Coushatta,2,0
Cornerstone Hospitals Bossier City,3,0
Ochsner St. Martin Hospital,2,0
Bunkie General Hospital,1,0
Park Place Surgical Hospital,20,0
ClearSky Rehabilitation Hospital of Leesville,12,0
Acadia-St. Landry Hospital,1,0
Caldwell Memorial Hospital,5,0
Longleaf Hospital,13,0
Sterling Surgical Hospital,8,0
Surgical Specialty Center of Baton Rouge,20,0
CHRISTUS Coushatta Health Care Center,1,0
PAM Specialty Hospital of Covington,2,0
The Spine Hospital of Louisiana at The NeuroMedical Center,33,0
Bienville Medical Center,2,0
Baton Rouge Behavioral Hospital,34,0
St. Tammany Health System,5,0
Cypress Grove Behavioral Health,0,0
Red River Behavioral Center,16,0
Covington Behavioral Health,7,0
Avala,11,0
Serenity Springs Specialty Hospital,1,0
Oceans Behavioral Hospital of Broussard,5,0
Ochsner Acadia General Hospital,1,0
Southern Surgical Hospital,17,0
DeQuincy Memorial Hospital,6,0
United Medical Rehabilitation Hospital-Hammond,3,0
The NeuroMedical Center Rehabilitation Hospital,33,0
Richland Parish Hospital-Delhi,3,0
Beauregard Health System,3,0
Union General Hospital LA,5,0
Prevost Memorial Hospital,1,0
Acadian Medical Center,2,0
Trinity Medical,0,0
Bayne-Jones Army Community Hospital,4,0
Bayou Bend Health System,4,0
Lady of the Sea General Hospital,0,0
St. Helena Parish Hospital,9,0
Riverside Medical Center LA,1,0
KPC Promise Hospital of Baton Rouge,16,0
North Oaks Medical Center,4,0
Claiborne Memorial Medical Center,0,0
Leonard J. Chabert Medical Center,5,0
Terrebonne General Health System,9,0
Lallie Kemp Medical Center,1,0
Eastern Louisiana Mental Health System,0,0
Ochsner American Legion Hospital,13,0
LaSalle General Hospital,2,0
Jackson Parish Hospital,4,0
Ochsner Abrom Kaplan Memorial Hospital,5,0
Allen Parish Community Healthcare,2,0
Ochsner University Hospital & Clinics,63,0
Ochsner Lafayette General Medical Center,43,0
Our Lady of Lourdes Regional Medical Center,15,0
Lake Charles Memorial Hospital,8,0
CHRISTUS Ochsner St. Patrick,2,0
Bethesda Rehabilitation Hospital,6,0
Beacon Behavioral Hospital - Northshore,0,0
East Carroll Parish Hospital,0,0
Oceans Behavioral Hospital of DeRidder,2,0
AMG Specialty Hospital-Houma,10,0
Jennings Senior Care Hospital,12,0
Rehabilitation Hospital of Jennings,12,0
Ochsner Extended Care Hospital,4,0
Lafayette Physical Rehabilitation Hospital,13,0
Byrd Regional Hospital,8,0
Oceans Behavioral Hospital of Lake Charles,5,0
St. James Parish Hospital,0,0
Acadiana Rehabilitation,6,0
Beacon Behavioral Hospital - New Orleans,1,0
Oceans Behavioral Hospital of Opelousas,9,0
Vermilion Behavioral Health Systems - North Campus,5,0
Specialists Hospital Shreveport,14,0
St. Charles Parish Hospital,4,0
Savoy Medical Center,5,0
Northlake Behavioral Health System,2,0
De Soto Regional Health System,5,0
Sabine Medical Center,2,0
Physicians Behavioral Hospital,12,0
PAM Specialty Hospital of Shreveport,23,0
Mercy Regional Medical Center LA,3,0
Avoyelles Hospital,1,0
Ochsner Medical Center - Kenner,4,0
West Jefferson Medical Center,7,0
East Jefferson General Hospital,15,0
Minden Medical Center,2,0
Ochsner LSU Health Shreveport - Monroe Medical Center,0,0
St. Francis Medical Center LA,38,1
Ochsner St. Mary,16,0
Natchitoches Regional Medical Center,10,0
Oceans Behavioral Hospital of Alexandria,12,0
Our Lady of the Lake Assumption Community Hospital,0,0
Genesis Behavioral Hospital,0,0
Oceans Behavioral Hospital of Baton Rouge - South,28,0
Oceans Behavioral Hospital of Greater New Orleans,13,0
Central Louisiana Surgical Hospital,18,0
Cypress Pointe Surgical Hospital,12,0
Iberia Medical Center,7,0
St. Charles Surgical Hospital,52,0
Children's Hospital New Orleans,8,0
Ochsner Medical Center,28,0
River Oaks Hospital,19,0
Touro Infirmary,21,0
Pathway Rehabilitation Hospital of Bossier,3,0
St. Bernard Parish Hospital,1,0
Compass Behavioral Center of Houma,9,0
New Orleans East Hospital,8,0
Oakdale Community Hospital,4,0
Pointe Coupee General Hospital,7,0
West Carroll Memorial Hospital,2,0
Opelousas General Health System,9,0
Hardtner Medical Center,6,0
Beacon Behavioral Hospital LA,1,0
AMG Specialty Hospital-Zachary,11,0
Central Louisiana State Hospital,1,0
Cobalt Rehabilitation Hospital of New Orleans,55,0
Compass Behavioral Center of Lafayette,5,0
Perimeter Behavioral Hospital of New Orleans,3,0
"Ochsner LSU Health Shreveport - St. Mary Medical Center, LLC",17,0
Shreveport Rehabilitation Hospital,0,0
Covington Trace ER & Hospital,0,0
West Feliciana Hospital,4,0
Ochsner St. Anne General Hospital,2,0
Richardson Medical Center,2,0
Northern Louisiana Medical Center,16,0
Ochsner LSU Health Shreveport - Academic Medical Center,19,0
Ruston Regional Specialty Hospital,5,0
Slidell Memorial Hospital East,10,0
Overton Brooks Veterans' Administration Medical Center,10,0
Slidell Memorial Hospital,12,0
Willis Knighton North,17,0
Springhill Medical Center LA,0,0
West Calcasieu Cameron Hospital,2,0
Thibodaux Regional Health System,3,0
Madison Parish Hospital,9,0
North Caddo Medical Center,3,0
Winn Parish Medical Center,3,0
Glenwood Regional Medical Center,11,0
Lane Regional Medical Center,13,0
Franklin Medical Center,0,0
Seaside Health System - Baton Rouge,30,0
CHRISTUS Ochsner Lake Area Hospital,13,0
Villa Feliciana Medical Complex,0,0
Compass Behavioral Center of Alexandria,1,0
Beacon Behavioral Hospital,1,0
AMG Physical Rehabilitation Hospital,17,0
Apollo Behavioral Health Hospital,6,0
River Place Behavioral Health,0,0
Ochsner Rehabilitaton Hospital West Campus,8,0
Compass Behavioral Center of Marksville,6,0
Northshore Rehabilitation Hospital,1,0
Regions Behavioral Hospital,13,0
The General,42,0
LHC Group - Home Healthcare,24,0
Encompass Health Rehabilitation Hospital,15,0
Mercy Behavioral Hospital LLC,6,0
Rolling Hills Hospital OK,3,0
J. D. McCarty Center for Children With Developmental Disabilities,0,0
Mercy Hospital Ada,8,0
PAM Health Specialty Hospital of Oklahoma City,26,1
PAM Health Specialty Hospital of Tulsa,35,0
Northwest Surgical Hospital,9,0
Chickasaw Nation Medical Center,1,0
Carl Albert Community Mental Health Center,5,0
Select Specialty Hospital-Tulsa Midtown,42,0
Jackson County Memorial Hospital,7,0
OU Health - University of Oklahoma Medical Center,42,0
Hillcrest Hospital South,21,0
Share Medical Center,1,0
Inspire Specialty Hospital,17,0
Lakeside Women's Hospital,11,0
Community Hospital OK,11,0
INTEGRIS Canadian Valley Hospital,25,0
Rural Wellness Anadarko,1,0
Pushmataha Hospital,4,0
Jim Taliaferro Community Mental Health,4,0
Oklahoma Spine Hospital,10,0
Select Specialty Hospital-Oklahoma City,37,0
Tulsa Spine and Specialty Hospital,9,0
SSM Health St. Anthony Hospital - Shawnee,2,0
Oklahoma Center for Orthopaedic and Multi-Specialty Surgery,3,0
Oklahoma Heart Hospital,18,0
Mercy Hospital Ardmore,12,0
Oklahoma Surgical Hospital,13,0
Surgical Hospital of Oklahoma,10,0
Drumright Regional Hospital,5,0
Cornerstone Hospital of Oklahoma-Shawnee,1,0
Atoka County Medical Center,1,0
McBride Orthopedic Hospital,10,0
OneCore Health,6,0
Ascension St. John Owasso,7,0
Cedar Ridge,0,0
Bailey Medical Center,4,0
Summit Medical Center OK,17,0
Norman Regional Health System,16,0
Ascension St. John Jane Phillips,16,0
Cornerstone Specialty Hospitals Muskogee,2,0
INTEGRIS Health Edmond,2,0
Beaver County Memorial Hospital,0,0
Stillwater Medical Blackwell,1,0
Cimarron Memorial Hospital,0,0
Saint Francis Hospital South,12,0
Harper County Community Hospital,1,0
Carnegie Tri-County Municipal Hospital,1,0
Roger Mills Memorial Hospital,0,0
Grady Memorial Hospital,2,0
Hillcrest Hospital Claremore,6,0
Claremore Indian Hospital,6,0
Cleveland Area Hospital,0,0
Oklahoma Heart Hospital South Campus,12,0
Coal County General Hospital,3,0
Cordell Memorial Hospital,2,0
Duncan Regional Hospital,7,0
Hillcrest Hospital Cushing,9,0
AllianceHealth Durant,17,0
Bethany Children's Health Center,13,0
Ascension St. John Broken Arrow,10,0
Great Plains Regional Medical Center,8,0
INTEGRIS Bass Baptist Health Center,16,1
St. Mary's Regional Medical Center OK,14,0
Fairfax Community Hospital,2,0
Fairview Regional Medical Center,10,0
Northwest Center for Behavioral Health,1,0
INTEGRIS Grove Hospital,1,0
Memorial Hospital of Texas County Authority,0,0
Mercy Rehabilitation Hospital Oklahoma City,10,0
Mercy Hospital Logan County,0,0
Mercy Rehabilitation Hospital Oklahoma City South,5,0
Mercy Hospital Healdton,0,0
Hillcrest Hospital Henryetta,2,0
"St. John Rehabilitation Hospital, an affiliate of Encompass Health",42,0
AMG Specialty Hospital - Oklahoma City,18,0
Holdenville General Hospital,1,0
Elkview General Hospital,0,0
Harmon Memorial Hospital,4,0
Tulsa Rehabilitation Hospital,0,0
Council Oak Comprehensive Healthcare,0,0
Choctaw Memorial Hospital,1,0
McCurtain Memorial Hospital,0,0
Mercy Hospital Kingfisher,1,0
Comanche County Memorial Hospital,8,0
Lawton Indian Hospital,5,0
Southwestern Medical Center,7,0
Lindsay Municipal Hospital,6,0
AllianceHealth Madill,2,0
Mangum Regional Medical Center,0,0
Mercy Health Love County,2,0
McAlester Regional Health Center,5,0
Willow Crest Hospital,5,0
INTEGRIS Miami Hospital,4,0
Saint Francis Hospital Muskogee,8,0
Jack C. Montgomery Department of Veterans Affairs Medical Center,0,0
Griffin Memorial Hospital,4,0
Ascension St. John Nowata,1,0
Okeene Municipal Hospital,0,0
Creek Nation Community Hospital,0,0
INTEGRIS Baptist Medical Center,37,0
SSM Health St. Anthony Hospital - Midwest,9,0
Mercy Hospital Oklahoma City,18,0
Valir Rehabilitation Hospital,65,1
SSM Health St. Anthony Hospital - Oklahoma City,51,1
INTEGRIS Southwest Medical Center,9,0
Oklahoma City VA Medical Center,29,0
Muscogee Creek Nation Medical Center,2,0
Pawhuska Hospital,2,0
Stillwater Medical Perry,0,0
INTEGRIS Health Ponca City Hospital,14,0
Eastern Oklahoma Medical Center,0,0
Prague Regional Memorial Hospital,2,0
Hillcrest Hospital Pryor,4,0
Purcell Municipal Hospital,2,0
Ascension St. John Sapulpa,6,0
Memorial Hospital of Stilwell,1,0
Newman Memorial Hospital,3,0
Haskell Regional Hospital,2,0
Stillwater Medical Center,26,0
Rural Wellness Stroud,2,0
Arbuckle Memorial Hospital,5,0
Seiling Municipal Hospital,0,0
Northeastern Health System,15,0
Cherokee Nation W.W. Hastings Hospital,15,0
Choctaw Nation Health Care Center,1,0
Mercy Hospital Tishomingo,5,0
Hillcrest Medical Center,42,0
Saint Francis Hospital OK,33,0
Ascension St. John Medical Center,35,0
Parkside Psychiatric Hospital and Clinic,46,0
Saint Francis Hospital Vinita,3,0
Oklahoma Forensic Center,1,0
Brookhaven Hospital,5,0
Wagoner Community Hospital,11,0
Mercy Hospital Watonga,2,0
Laureate Psychiatric Clinic and Hospital,18,0
Jefferson County Hospital OK,1,0
Weatherford Regional Hospital,8,0
INTEGRIS Health Woodward Hospital,12,0
Northeastern Health System Sequoyah,2,0
Oklahoma State University Medical Center,43,0
Oakwood Springs,16,0
Muscogee Creek Nation Physical Rehabilitation Center,2,0
PAM Health Rehabilitation Hospital of Tulsa,9,0
INTEGRIS Health Community Hospital At Council Crossing,12,0
Tulsa Center for Behavioral Health,33,0
Valley Community Hospital,5,0
"Ascension St. John Rehabilitation Hospital, an affiliate of Encompass Health - Owasso",0,0
Oklahoma City Rehabilitation Hospital,0,0
Texas Health Specialty Hospital,68,28
Encompass Health Rehabilitation Hospital of City View,5,2
Kindred Hospital-San Antonio,50,0
PAM Rehabilitation Hospital of Beaumont,13,0
Encompass Health Rehabilitation Hospital of Arlington,18,1
Encompass Health Rehabilitation Hospital of Austin,32,0
Cedar Crest Hospital and Residential Treatment Center,4,0
Hendrick Medical Center,10,0
Medical City McKinney,5,0
Encompass Health Rehabilitation Hospital of Plano,15,0
Midland Memorial Hospital,6,0
Select Specialty Hospital-Dallas,9,0
Covenant Children's Hospital,25,0
Encompass Health Rehabilitation Hospital of Texarkana,16,0
CHRISTUS Spohn Hospital Alice,12,0
"CHRISTUS Trinity Mother Frances Rehabilitation Hospital, a partner of Encompass Health",17,0
HCA Houston Healthcare Kingwood,22,0
Kindred Hospital Houston Medical Center,69,0
KPC Promise Hospital of Dallas,19,0
Big Bend Regional Medical Center,0,0
Encompass Health Rehabilitation Hospital of Wichita Falls,7,0
Cornerstone Specialty Hospitals Austin,43,0
Encompass Health Rehabilitation Hospital of Midland Odessa,15,0
Northwest Texas Healthcare System,16,0
Kindred Hospital-Houston Northwest,13,0
Premier Specialty Hospital of El Paso,29,0
Carrus Specialty Hospital,5,0
Baylor Scott & White Medical Center-Waxahachie,13,0
Encompass Health Rehabilitation Hospital of The Woodlands,30,0
CHRISTUS St. Michael Rehabilitation Hospital,12,0
Texas Orthopedic Hospital,47,0
Baptist Hospitals of Southeast Texas,6,0
UT Health Tyler,23,0
St. David's North Austin Medical Center,34,0
St. David's South Austin Medical Center,38,0
Thomas E. Creek Department of Veterans Affairs Medical Center,2,0
TOPS Surgical Specialty Hospital,23,0
Chambers Health,0,0
Permian Regional Medical Center,2,0
Anson General Hospital,0,0
Texas Health Arlington Memorial Hospital,27,0
Medical City Arlington,28,1
HCA Houston Healthcare Conroe,11,0
CHRISTUS St. Michael Health System,12,0
Millwood Hospital,19,0
Stonewall Memorial Hospital,4,0
Kindred Hospital Tarrant County-Arlington,27,0
UT Health Athens,7,0
Central Texas Veterans HCS / Temple TX,19,0
Audie L. Murphy Memorial Veterans' Hospital,41,0
Shannon Medical Center,17,0
UT Health East Texas Rehabilitation Hospital,26,0
United Regional Health Care System,18,0
"BSA Hospital, LLC",18,0
Houston Methodist Sugar Land Hospital,25,0
Cornerstone Regional Hospital,18,0
Austin State Hospital,32,0
Ascension Seton Shoal Creek,52,0
Dallas VA North Texas HCS,13,0
Dell Children's Medical Center of Central Texas,40,0
Ascension Seton Northwest,45,0
HCA Houston Healthcare Clear Lake,12,0
Medical City Las Colinas,45,2
Sunrise Canyon Hospital,4,0
Texas NeuroRehab Center,5,0
KPC Promise Hospital of Wichita Falls,22,0
LifeCare Hospital of Dallas,43,0
Vibra Hospital of Amarillo,5,0
El Paso Psychiatric Center,14,0
PAM Specialty Hospital of Victoria South,12,0
Northwest Hills Surgical Hospital,64,0
