Index,Hospital Name,Nearby Cell Towers
3613,St. Luke's Medical Center,0
3614,CHI St. Alexius Health Devils Lake,1
3615,CHI St. Alexius Health Dickinson,6
3616,Jacobson Memorial Hospital Care Center,1
3617,Sanford Medical Center Fargo,37
3618,Fargo VA Medical Center,13
3619,Unity Medical Center ND,5
3620,"Standing Rock Service Unit, Fort Yates Hospital, Indian Health Service, DHHS",2
3621,CHI St. Alexius Health Garrison,3
3622,SMP Health - St. Aloisius,1
3623,Sakakawea Medical Center,1
3624,West River Regional Medical Center,1
3625,Jamestown Regional Medical Center,2
3626,Sanford Hillsboro Medical Center,2
3627,North Dakota State Hospital,2
3628,Trinity Kenmare Community Hospital,2
3629,Langdon Prairie Health,1
3630,Linton Regional Medical Center,4
3631,CHI Lisbon Health,3
3632,Sanford Mayville Medical Center,0
3633,Nelson County Health System,0
3634,Northwood Deaconess Health Center,0
3635,CHI Oakes Hospital,0
3636,First Care Health Center,6
3637,SMP Health - St. Kateri,2
3638,PAM Rehabilitation Hospital of Fargo,5
3639,Heart of America Medical Center,3
3640,Altru Rehabilitation Hospital,0
3641,Mountrail County Medical Center,1
3642,Tioga Medical Center,2
3643,CHI St. Alexius Health Turtle Lake Hospital,0
3644,CHI Mercy Health,4
3645,McKenzie County Healthcare System,1
3646,CHI St. Alexius Health Williston,20
3647,South Central Health,1
3648,Monument Health Rapid City Hospital,14
3649,Avera Queen of Peace Hospital,2
3650,Avera St. Luke's Hospital,12
3651,Black Hills HCS,5
3652,Sanford USD Medical Center,23
3653,Avera Heart Hospital of South Dakota,9
3654,Black Hills Surgical Hospital,4
3655,Sioux Falls Specialty Hospital,20
3656,Dunes Surgical Hospital,3
3657,Same Day Surgery Center,28
3658,Douglas County Memorial Hospital,0
3659,Select Specialty Hospital-Sioux Falls,23
3660,Bowdle Hospital,0
3661,Brookings Health System,19
3662,Community Memorial Hospital SD,1
3663,Sanford Chamberlain Medical Center,0
3664,U. S. Public Health Service Indian Hospital SD,4
3665,Sanford Clear Lake Medical Center,0
3666,Monument Health Custer Hospital,1
3667,Monument Health Lead-Deadwood Hospital,2
3668,Avera Dells Area Hospital,1
3669,Avera De Smet Memorial Hospital,1
3670,Eureka Community Health Services Avera,2
3671,Faulkton Area Medical Center,0
3672,Avera Flandreau Hospital,1
3673,Freeman Regional Health Services,0
3674,Avera Missouri River Health Center,1
3675,Avera Gregory Hospital,0
3676,Fall River Health Services,0
3677,Huron Regional Medical Center,1
3678,Madison Regional Health System,0
3679,Bennett County Hospital and Nursing Home,1
3680,Milbank Area Hospital Avera,0
3681,Avera Hand County Memorial Hospital,3
3682,Mobridge Regional Hospital,3
3683,Avera St. Benedict Health Center,0
3684,Philip Health Services,2
3685,Avera St. Mary's Hospital,19
3686,U. S. Public Health Service Indian Hospital SD 1,0
3687,Platte Health Center Avera,0
3688,Indian Health Service Hospital,9
3689,Community Memorial Hospital,4
3690,U. S. Public Health Service Indian Hospital SD 2,1
3691,Landmann-Jungman Memorial Hospital Avera,0
3692,Lifescape,10
3693,Avera McKennan Hospital and University Health Center,17
3694,Royal C. Johnson Veterans' Memorial Hospital,10
3695,Coteau des Prairies Hospital,1
3696,Monument Health Spearfish Hospital,7
3697,Monument Health Sturgis Hospital,8
3698,St. Michael's Hospital Avera,1
3699,Sanford Vermillion Medical Center,4
3700,Pioneer Memorial Hospital and Health Services,1
3701,Wagner Community Memorial Hospital Avera,1
3702,U. S. Public Health Service Indian Hospital SD 3,0
3703,Prairie Lakes Healthcare System,1
3704,Avera Weskota Memorial Hospital,0
3705,Winner Regional Healthcare Center,1
3706,Avera Sacred Heart Hospital,3
3707,Marshall County Healthcare Center Avera,6
3708,Sanford Canton-Inwood Medical Center,0
3709,Sanford Webster Medical Center,6
3710,Sanford Aberdeen Medical Center,8
3711,Encompass Health Rehabilitation Hospital of Sioux Falls,4
3712,CHI Health Good Samaritan,29
3713,Faith Regional Health Services,2
3714,Veterans Affairs Nebraska-Western Iowa Health Care System - Lincoln,16
3715,Nebraska Medicine - Nebraska Medical Center,70
3716,Bryan Medical Center,36
3717,Lincoln Surgical Hospital,25
3718,CHI Health Nebraska Heart,6
3719,CHI Health Lakeside,36
3720,OrthoNebraska Hospital,63
3721,Brown County Hospital,2
3722,Select Specialty Hospital-Omaha,64
3723,Boone County Health Center,1
3724,Box Butte General Hospital,3
3725,Harlan County Health System,2
3726,West Holt Medical Services,1
3727,Nemaha County Hospital,1
3728,Memorial Community Health,0
3729,Rock County Hospital,5
3730,Beatrice Community Hospital and Health Center,1
3731,Dundy County Hospital,0
3732,Memorial Community Hospital and Health System,8
3733,Morrill County Community Hospital,4
3734,Jennie M. Melham Memorial Medical Center,1
3735,Callaway District Hospital,2
3736,Tri Valley Health System,3
3737,Midwest Surgical Hospital,91
3738,Merrick Medical Center,1
3739,Nebraska Medicine - Bellevue,31
3740,Chadron Community Hospital and Health Services,12
3741,Columbus Community Hospital NE,3
3742,Cozad Community Health System,1
3743,Avera Creighton Hospital,0
3744,Crete Area Medical Center,4
3745,Butler County Health Care Center,0
3746,Jefferson Community Health and Life,1
3747,"Community Medical Center, Inc.",0
3748,Franklin County Memorial Hospital NE,4
3749,Methodist Fremont Health,12
3750,Friend Community Healthcare System,3
3751,Fillmore County Hospital,3
3752,Gordon Memorial Health Services,3
3753,Gothenburg Health,2
3754,CHI Health Saint Francis,5
3755,Perkins County Health Services,1
3756,Mary Lanning Healthcare,23
3757,Thayer County Health Services,0
3758,Henderson Health Care Services,0
3759,Phelps Memorial Health Center,4
3760,Chase County Community Hospital,2
3761,Kimball Health Services,8
3762,Lexington Regional Health Center,1
3763,Madonna Rehabilitation Hospital,20
3764,Kearney Regional Medical Center,1
3765,Madonna Rehabilitation Hospital NE,20
3766,Lincoln Regional Center,30
3767,Madonna Rehabilitation Hospital NE 1,20
3768,Grand Island Regional Medical Center,3
3769,Nebraska Penal and Correctional Hospital,32
3770,CHI Health St Elizabeth,25
3771,Niobrara Valley Hospital,0
3772,Community Hospital NE,0
3773,Kearney County Health Services,2
3774,CHI Health St. Mary's,4
3775,Antelope Memorial Hospital,0
3776,Great Plains Health,14
3777,Ogallala Community Hospital,0
3778,Children's Nebraska,98
3779,CHI Health Midlands,7
3780,Douglas County Community Mental Health Center,29
3781,CHI Health Immanuel,20
3782,Boys Town National Research Hospital,60
3783,Nebraska Methodist Hospital,79
3784,CHI Health Creighton University Medical Center - Bergan Mercy,47
3785,Omaha VA Medical Center,40
3786,Avera St. Anthony's Hospital,9
3787,Valley County Health System,1
3788,Annie Jeffrey Memorial County Health Center,0
3789,Regional West Garden County,0
3790,Osmond General Hospital,1
3791,Pawnee County Memorial Hospital and Rural Health Clinic,2
3792,Regional West Medical Center,2
3793,Pender Community Hospital,0
3794,CHI Health Plainview,1
3795,Webster County Community Hospital,7
3796,CHI Health Schuyler,0
3797,Memorial Health Care Systems,2
3798,Sidney Regional Medical Center,1
3799,Brodstone Memorial Hospital,5
3800,Syracuse Area Health,1
3801,Johnson County Hospital,0
3802,Cherry County Hospital,1
3803,Franciscan Healthcare,4
3804,Providence Medical Center NE,4
3805,Twelve Clans Unity Hospital,0
3806,York General,4
3807,Genoa Medical Facilities,1
3808,Howard County Medical Center,2
3809,Saunders Medical Center,0
3810,Nebraska Spine Hospital,20
3811,Madonna Rehabilitation Specialty Hospital,18
3812,Mid-America Rehabilitation Hospital,105
3813,Kansas Rehabilitation Hospital,29
3814,Hays Medical Center,6
3815,Ascension Via Christi Rehabilitation Hospital,19
3816,KPC Promise Hospital of Overland Park,59
3817,Memorial Health System,0
3818,Patterson Health Center,0
3819,Salina Regional Health Center,16
3820,Ascension Via Christi St. Francis,67
3821,"Ascension Via Christi Hospital, Manhattan",49
3822,Menorah Medical Center,81
3823,Saint Luke's South Hospital,17
3824,Kansas Surgery and Recovery Center,24
3825,Eastern Kansas HCS,11
3826,Children's Mercy Hospital Kansas,104
3827,Salina Surgical Hospital,10
3828,Kansas Heart Hospital,9
3829,South Central Kansas Medical Center,1
3830,Select Specialty Hospital-Kansas City,16
3831,Select Specialty Hospital-Wichita,67
3832,Manhattan Surgical,44
3833,Kansas City Orthopaedic Institute,25
3834,Kansas Spine & Specialty Hospital,29
3835,Ashland Health Center,0
3836,University of Kansas Health System Great Bend Campus,9
3837,Doctor's Hospital,41
3838,Minimally Invasive Surgery Hospital,29
3839,KVC Prairie Ridge Psychiatric Hospital,0
3840,Kansas Medical Center,2
3841,Summit Surgical,20
3842,Amberwell Health,7
3843,Rawlins County Health Center,1
3844,Republic County Hospital,4
3845,Mitchell County Hospital Health Systems,1
3846,Coffey County Hospital,0
3847,Neosho Memorial Regional Medical Center,1
3848,Clay County Medical Center,2
3849,Coffeyville Regional Medical Center,3
3850,Citizens Medical Center KS,2
3851,Comanche County Hospital,0
3852,Mercy Hospital Columbus,3
3853,North Central Kansas Medical Center,0
3854,Morris County Hospital,4
3855,Lane County Hospital,1
3856,St. Catherine Hospital - Dodge City,3
3857,Susan B. Allen Memorial Hospital,12
3858,Morton County Health System,2
3859,Ellinwood District Hospital,0
3860,Ellsworth County Medical Center,1
3861,Newman Regional Health,7
3862,Greenwood County Hospital,0
3863,Irwin Army Community Hospital,2
3864,Ascension Via Christi Hospital on St. Teresa,5
3865,Fredonia Regional Hospital,3
3866,St. Catherine Hospital KS,10
3867,Meadowbrook Rehabilitation Hospital,18
3868,Anderson County Hospital,4
3869,Girard Medical Center,0
3870,Goodland Regional Medical Center,9
3871,Kiowa County Memorial Hospital,4
3872,Hanover Hospital,1
3873,Amberwell Hiawatha,0
3874,Graham County Hospital,1
3875,Hillsboro Community Hospital,0
3876,Clara Barton Medical Center,2
3877,Holton Community Hospital,1
3878,Sheridan County Health Complex,0
3879,Stevens County Hospital,2
3880,Hutchinson Regional Medical Center,25
3881,Allen County Regional Hospital,4
3882,Rock Regional Hospital,7
3883,AdventHealth South Overland Park,18
3884,Hodgeman County Health Center,0
3885,Mercy Specialty Hospital Southeast Kansas,5
3886,Stormont Vail Health - Flint Hills Campus,0
3887,Rehabilitation Hospital of Overland Park,91
3888,Providence Medical Center KS,16
3889,Johnson County Rehabilitation Hospital,0
3890,The University of Kansas Hospital,111
3891,Kingman Community Hospital,5
3892,Edwards County Medical Center,0
3893,Kiowa District Healthcare,0
3894,Rush County Memorial Hospital,0
3895,Kearny County Hospital,3
3896,Larned State Hospital,1
3897,Pawnee Valley Community Hospital,3
3898,LMH Health,13
3899,Saint John Hospital,13
3900,Wichita County Health Center,0
3901,Southwest Medical Center,10
3902,Lindsborg Community Hospital,1
3903,Lincoln County Hospital,0
3904,Hospital District No 1 of Rice County,0
3905,St. Luke Hospital and Living Center,0
3906,Community Memorial Healthcare,1
3907,"McPherson Hospital, Inc.",11
3908,Meade District Hospital,8
3909,Medicine Lodge Memorial Hospital,0
3910,Minneola District Hospital,1
3911,Ottawa County Health Center,1
3912,Mercy Hospital Inc.,5
3913,Ness County Hospital District No 2,1
3914,Wilson Medical Center KS,0
3915,NMC Health,22
3916,Prairie View,1
3917,Norton County Hospital,9
3918,Logan County Hospital,0
3919,Decatur Health Systems,0
3920,Olathe Medical Center,29
3921,Community HealthCare System,3
3922,Osawatomie State Hospital at Adair Acute Care,3
3923,Osborne County Memorial Hospital,0
3924,Overland Park Regional Medical Center,84
3925,AdventHealth Ottawa,16
3926,AdventHealth Shawnee Mission,47
3927,Miami County Medical Center,5
3928,Labette Health,3
3929,Parsons State Hospital and Training Center,7
3930,Phillips County Health Systems,2
3931,Ascension Via Christi Hospital,10
3932,Rooks County Health Center,1
3933,Pratt Regional Medical Center,10
3934,Gove County Medical Center,0
3935,Grisell Memorial Hospital District One,1
3936,Russell Regional Hospital,0
3937,Sabetha Community Hospital,0
3938,Cheyenne County Hospital,7
3939,Scott County Hospital,2
3940,Satanta District Hospital and Long Term Care,4
3941,Sedan City Hospital,2
3942,Nemaha Valley Community Hospital,2
3943,Smith County Memorial Hospital,0
3944,Stafford County Hospital,6
3945,Hamilton County Hospital,1
3946,University of Kansas Health System St. Francis Campus,29
3947,Stormont Vail Health,31
3948,Kansas Neurological Institute,9
3949,Greeley County Health Services,0
3950,Bob Wilson Memorial Grant County Hospital,4
3951,Trego County-Lemke Memorial Hospital,0
3952,Wamego Health Center,4
3953,Washington County Hospital KS,3
3954,Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center,44
3955,Wesley Medical Center,33
3956,F. W. Huston Medical Center,1
3957,William Newton Hospital,6
3958,Jewell County Hospital,0
3959,Sumner County Hospital District 1,0
3960,Stanton County Hospital,1
3961,Cottonwood Springs Hospital,14
3962,Encompass Health Rehabilitation Hospital of Jonesboro,23
3963,"CHI St. Vincent Sherwood Rehabilitation Hospital, a partner of Encompass Health",43
3964,Pinnacle Pointe Behavioral Healthcare System,74
3965,"Encompass Health Rehabilitation Hospital, a Partner of Washington Regional",39
3966,Northwest Medical Center - Springdale,35
3967,Arkansas Heart Hospital,61
3968,CHRISTUS Dubuis Hospital of Hot Springs,32
3969,Baptist Health Medical Center-Arkadelphia,15
3970,"Little River Medical Center, Inc.",5
3971,CHI St. Vincent North,57
3972,Methodist Behavioral Hospital,23
3973,Select Specialty Hospital-Fort Smith,19
3974,CHRISTUS Dubuis Hospital of Fort Smith,35
3975,Valley Behavioral Health System,1
3976,Regency Hospital of Northwest Arkansas - Springdale,35
3977,Arkansas Surgical Hospital,5
3978,Unity Health,29
3979,Conway Regional Rehabilitation Hospital,39
3980,Cornerstone Specialty Hospitals Little Rock,88
3981,Advanced Care Hospital of White County,11
3982,Southeast Rehabilitation Hospital,1
3983,White River Health,11
3984,Saline Memorial Hospital,45
3985,Rivendell Behavioral Health Services,22
3986,Great River Medical Center,0
3987,Mercy Hospital Booneville,6
3988,Izard County Medical Center,1
3989,Ouachita County Medical Center,2
3990,Johnson Regional Medical Center,8
3991,Ozark Health Medical Center,2
3992,Conway Regional Health System,34
3993,Baptist Health Medical Center-Heber Springs,5
3994,Ashley County Medical Center,2
3995,Chambers Memorial Hospital,0
3996,Dardanelle Regional Medical Center,10
3997,South Arkansas Regional Hospital,15
3998,DeWitt Hospital & Nursing Home,3
3999,Baptist Health Extended Care Hospital,58
4000,Delta Health System,0
4001,Ozarks Community Hospital,0
4002,Springwoods Behavioral Health Hospital,13
4003,Vantage Point of Northwest Arkansas,13
4004,Eureka Springs Hospital,4
4005,Veterans Health Care System of the Ozarks,46
4006,Washington Regional Medical System,36
4007,Dallas County Medical Center,1
4008,Forrest City Medical Center,0
4009,Mercy Hospital Fort Smith,35
4010,Baptist Health-Fort Smith,32
4011,North Arkansas Regional Medical Center,10
4012,Encompasss Health Rehabilitation Hospital of Fort Smith,17
4013,Northwest Health Physicians' Specialty Hospital,16
4014,Helena Regional Medical Center,1
4015,Riverview Behavioral Health,14
