Hospital Name,Verizon
Baptist Health Medical Center-Arkadelphia,2
"Little River Medical Center, Inc.",2
CHI St. Vincent North,19
Methodist Behavioral Hospital,3
Select Specialty Hospital-Fort Smith,2
CHRISTUS Dubuis Hospital of Fort Smith,5
Valley Behavioral Health System,0
Regency Hospital of Northwest Arkansas - Springdale,2
Arkansas Surgical Hospital,2
Unity Health,9
Conway Regional Rehabilitation Hospital,19
Cornerstone Specialty Hospitals Little Rock,9
Advanced Care Hospital of White County,3
Southeast Rehabilitation Hospital,0
White River Health,1
Saline Memorial Hospital,1
Rivendell Behavioral Health Services,9
Great River Medical Center,0
Mercy Hospital Booneville,1
Izard County Medical Center,1
Ouachita County Medical Center,1
Johnson Regional Medical Center,1
Ozark Health Medical Center,0
Conway Regional Health System,20
Baptist Health Medical Center-Heber Springs,4
Ashley County Medical Center,0
Chambers Memorial Hospital,0
Dardanelle Regional Medical Center,4
South Arkansas Regional Hospital,4
DeWitt Hospital & Nursing Home,1
Baptist Health Extended Care Hospital,8
Delta Health System,0
Ozarks Community Hospital,0
Springwoods Behavioral Health Hospital,2
Vantage Point of Northwest Arkansas,1
Eureka Springs Hospital,2
Veterans Health Care System of the Ozarks,9
Washington Regional Medical System,8
Dallas County Medical Center,0
Forrest City Medical Center,0
Mercy Hospital Fort Smith,5
Baptist Health-Fort Smith,4
North Arkansas Regional Medical Center,3
Encompasss Health Rehabilitation Hospital of Fort Smith,2
Northwest Health Physicians' Specialty Hospital,0
Helena Regional Medical Center,0
Riverview Behavioral Health,3
Levi Hospital,3
National Park Medical Center,2
CHI St. Vincent Hot Springs,9
St. Bernards Medical Center,8
NEA Baptist Memorial Hospital,1
Chicot Memorial Medical Center,1
Baptist Health Medical Center-Little Rock,8
Arkansas Children's Hospital,11
Baptist Health Rehabilitation Institute,7
Arkansas State Hospital,7
CHI St. Vincent Infirmary,9
"CHI St. Vincent Hot Springs Rehabilitation Hospital, a partner of Encompass Health",1
Baptist Memorial Hospital-Crittenden,4
UAMS Medical Center,12
John L. McClellan Memorial Veterans' Hospital,10
McGehee Hospital,0
Magnolia Regional Medical Center,2
Wadley Regional Medical Center at Hope,1
Arkansas Continued Care Hospital of Jonesboro,1
Baptist Health Medical Center-Hot Spring County,0
Mena Regional Health System,3
Mercy Hospital Paris,1
Baptist Health Medical Center - Drew County,0
Mercy Rehabilitation Hospital Fort Smith,0
CHI St. Vincent Morrilton,2
Baxter Health,0
Stone County Medical Center,1
Howard Memorial Hospital,1
The BridgeWay,2
Unity Health - Newport,0
Baptist Health Medical Center - North Little Rock,3
SMC Regional Medical Center,0
Arkansas Methodist Medical Center,4
Piggott Health System,0
Jefferson Regional,4
St. Bernards Five Rivers,0
Mercy Hospital Northwest Arkansas,6
Saint Mary's Regional Medical Center AR,7
Fulton County Hospital,0
Siloam Springs Regional Hospital,3
Baptist Health Medical Center-Stuttgart,2
Lawrence Memorial Hospital,0
Baptist Health - Van Buren,2
Bradley County Medical Center,0
Mercy Hospital Waldron,1
CrossRidge Community Hospital,6
Mercy Hospital Berryville,1
Mercy Hospital Ozark,0
Baptist Health Medical Center - Conway,7
Conway Behavioral Health,0
Arkansas Children's Northwest,3
Perimeter Behavioral Hospital of West Memphis,3
Everest Rehabilitation Hospital of Rogers,2
Sevier County Medical Center,0
Unity Health - Jacksonville,0
Baton Rouge Rehabilitation Hospital,2
Citizens Medical Center LA,0
Abbeville General Hospital,0
Intensive Specialty Hospital - Shreveport Campus,8
Cornerstone Hospitals West Monroe,0
Rapides Regional Medical Center,0
Brentwood Hospital,5
Encompass Health Rehabilitation Hospital of Alexandria,2
PAM Health Specialty and Rehabiliation Hospital of New Orleans,9
University Medical Center LA,16
Our Lady of the Lake Regional Medical Center,4
Specialty Hospital,7
RiverBridge Specialty Hospital,3
LCMC Health Downtown,41
Cornerstone Hospitals Southwest Louisiana,0
Baton Rouge General Medical Center,3
North Oaks Rehabilitation Hospital,4
CHRISTUS Dubuis Hospital of Alexandria,1
Riverbend Rehabilitation Hospital,1
CHRISTUS St. Frances Cabrini Hospital,1
Sage Rehabilitation Hospital,6
Sage Specialty Hospital (LTAC),1
PAM Specialty Hospital of Hammond,0
Physicians Medical Center,3
Southeast Regional Medical Center,0
Louisiana Extended Care Hospital of Lafayette,3
AMG Specialty Hospital-Lafayette,1
St. James Behavioral Health Hospital,2
Alexandria VA Medical Center,0
Bridgepoint Continuing Care Hospital,2
ClearSky Rehabilitation Hospital of Rosepine,0
Bliant Specialty Hospital,0
Louisiana Extended Care Hospital of Natchitoches,6
Hood Memorial Hospital,0
Community Care Hospital,13
CHRISTUS Health Shreveport-Bossier,7
Accord Rehabilitation Hospital,0
"United Medical Healthwest New Orleans, LLC",4
Monroe Surgical Hospital,0
Morehouse General Hospital,1
Sterlington Rehabilitation Hospital,1
Our Lady of the Angels Hospital,0
Woman's Hospital,3
Ochsner Medical Center - Baton Rouge,5
Reeves Memorial Medical Center,0
Riverside Hospital,0
Specialty Rehabilitation Hospital of Coushatta,0
Cornerstone Hospitals Bossier City,3
Ochsner St. Martin Hospital,0
Bunkie General Hospital,0
Park Place Surgical Hospital,1
ClearSky Rehabilitation Hospital of Leesville,0
Acadia-St. Landry Hospital,0
Caldwell Memorial Hospital,0
Longleaf Hospital,4
Sterling Surgical Hospital,3
Surgical Specialty Center of Baton Rouge,4
CHRISTUS Coushatta Health Care Center,0
PAM Specialty Hospital of Covington,1
The Spine Hospital of Louisiana at The NeuroMedical Center,8
Bienville Medical Center,1
Baton Rouge Behavioral Hospital,3
St. Tammany Health System,5
Cypress Grove Behavioral Health,0
Red River Behavioral Center,5
Covington Behavioral Health,0
Avala,4
Serenity Springs Specialty Hospital,0
Oceans Behavioral Hospital of Broussard,0
Ochsner Acadia General Hospital,0
Southern Surgical Hospital,5
DeQuincy Memorial Hospital,0
United Medical Rehabilitation Hospital-Hammond,2
The NeuroMedical Center Rehabilitation Hospital,8
Richland Parish Hospital-Delhi,0
Beauregard Health System,0
Union General Hospital LA,2
Prevost Memorial Hospital,0
Acadian Medical Center,0
Trinity Medical,0
Bayne-Jones Army Community Hospital,0
Bayou Bend Health System,1
Lady of the Sea General Hospital,0
St. Helena Parish Hospital,0
Riverside Medical Center LA,0
KPC Promise Hospital of Baton Rouge,4
North Oaks Medical Center,2
Claiborne Memorial Medical Center,0
Leonard J. Chabert Medical Center,2
Terrebonne General Health System,1
Lallie Kemp Medical Center,0
Eastern Louisiana Mental Health System,0
Ochsner American Legion Hospital,0
LaSalle General Hospital,0
Jackson Parish Hospital,2
Ochsner Abrom Kaplan Memorial Hospital,0
Allen Parish Community Healthcare,0
Ochsner University Hospital & Clinics,1
Ochsner Lafayette General Medical Center,2
Our Lady of Lourdes Regional Medical Center,2
Lake Charles Memorial Hospital,0
CHRISTUS Ochsner St. Patrick,1
Bethesda Rehabilitation Hospital,0
Beacon Behavioral Hospital - Northshore,2
East Carroll Parish Hospital,0
Oceans Behavioral Hospital of DeRidder,0
AMG Specialty Hospital-Houma,1
Jennings Senior Care Hospital,0
Rehabilitation Hospital of Jennings,0
Ochsner Extended Care Hospital,0
Lafayette Physical Rehabilitation Hospital,0
Byrd Regional Hospital,0
Oceans Behavioral Hospital of Lake Charles,2
St. James Parish Hospital,0
Acadiana Rehabilitation,0
Beacon Behavioral Hospital - New Orleans,0
Oceans Behavioral Hospital of Opelousas,2
Vermilion Behavioral Health Systems - North Campus,0
Specialists Hospital Shreveport,8
St. Charles Parish Hospital,1
Savoy Medical Center,1
Northlake Behavioral Health System,0
De Soto Regional Health System,2
Sabine Medical Center,0
Physicians Behavioral Hospital,0
PAM Specialty Hospital of Shreveport,2
Mercy Regional Medical Center LA,1
Avoyelles Hospital,0
Ochsner Medical Center - Kenner,0
West Jefferson Medical Center,2
East Jefferson General Hospital,3
Minden Medical Center,4
Ochsner LSU Health Shreveport - Monroe Medical Center,2
St. Francis Medical Center LA,7
Ochsner St. Mary,2
Natchitoches Regional Medical Center,6
Oceans Behavioral Hospital of Alexandria,0
Our Lady of the Lake Assumption Community Hospital,0
Genesis Behavioral Hospital,3
Oceans Behavioral Hospital of Baton Rouge - South,9
Oceans Behavioral Hospital of Greater New Orleans,3
Central Louisiana Surgical Hospital,0
Cypress Pointe Surgical Hospital,5
Iberia Medical Center,0
St. Charles Surgical Hospital,17
Children's Hospital New Orleans,3
Ochsner Medical Center,13
River Oaks Hospital,8
Touro Infirmary,7
Pathway Rehabilitation Hospital of Bossier,3
St. Bernard Parish Hospital,3
Compass Behavioral Center of Houma,0
New Orleans East Hospital,2
Oakdale Community Hospital,0
Pointe Coupee General Hospital,2
West Carroll Memorial Hospital,0
Opelousas General Health System,0
Hardtner Medical Center,0
Beacon Behavioral Hospital LA,0
AMG Specialty Hospital-Zachary,1
Central Louisiana State Hospital,1
Cobalt Rehabilitation Hospital of New Orleans,5
Compass Behavioral Center of Lafayette,1
Perimeter Behavioral Hospital of New Orleans,1
"Ochsner LSU Health Shreveport - St. Mary Medical Center, LLC",4
Shreveport Rehabilitation Hospital,0
Covington Trace ER & Hospital,0
West Feliciana Hospital,1
Ochsner St. Anne General Hospital,0
Richardson Medical Center,0
Northern Louisiana Medical Center,5
Ochsner LSU Health Shreveport - Academic Medical Center,6
Ruston Regional Specialty Hospital,1
Slidell Memorial Hospital East,8
Overton Brooks Veterans' Administration Medical Center,1
Slidell Memorial Hospital,2
Willis Knighton North,1
Springhill Medical Center LA,0
West Calcasieu Cameron Hospital,0
Thibodaux Regional Health System,1
Madison Parish Hospital,0
North Caddo Medical Center,3
Winn Parish Medical Center,2
Glenwood Regional Medical Center,6
Lane Regional Medical Center,1
Franklin Medical Center,0
Seaside Health System - Baton Rouge,3
CHRISTUS Ochsner Lake Area Hospital,0
Villa Feliciana Medical Complex,0
Compass Behavioral Center of Alexandria,1
Beacon Behavioral Hospital,0
AMG Physical Rehabilitation Hospital,1
Apollo Behavioral Health Hospital,0
River Place Behavioral Health,1
Ochsner Rehabilitaton Hospital West Campus,3
Compass Behavioral Center of Marksville,1
Northshore Rehabilitation Hospital,1
Regions Behavioral Hospital,5
The General,2
LHC Group - Home Healthcare,0
Encompass Health Rehabilitation Hospital,1
Mercy Behavioral Hospital LLC,4
Rolling Hills Hospital OK,0
J. D. McCarty Center for Children With Developmental Disabilities,0
Mercy Hospital Ada,1
PAM Health Specialty Hospital of Oklahoma City,6
PAM Health Specialty Hospital of Tulsa,4
Northwest Surgical Hospital,4
Chickasaw Nation Medical Center,0
Carl Albert Community Mental Health Center,0
Select Specialty Hospital-Tulsa Midtown,2
Jackson County Memorial Hospital,0
OU Health - University of Oklahoma Medical Center,5
Hillcrest Hospital South,4
Share Medical Center,0
Inspire Specialty Hospital,0
Lakeside Women's Hospital,2
Community Hospital OK,3
INTEGRIS Canadian Valley Hospital,0
Rural Wellness Anadarko,1
Pushmataha Hospital,0
Jim Taliaferro Community Mental Health,2
Oklahoma Spine Hospital,2
Select Specialty Hospital-Oklahoma City,3
Tulsa Spine and Specialty Hospital,2
SSM Health St. Anthony Hospital - Shawnee,0
Oklahoma Center for Orthopaedic and Multi-Specialty Surgery,1
Oklahoma Heart Hospital,3
Mercy Hospital Ardmore,0
Oklahoma Surgical Hospital,6
Surgical Hospital of Oklahoma,1
Drumright Regional Hospital,1
Cornerstone Hospital of Oklahoma-Shawnee,0
Atoka County Medical Center,0
McBride Orthopedic Hospital,3
OneCore Health,0
Ascension St. John Owasso,1
Cedar Ridge,0
Bailey Medical Center,0
Summit Medical Center OK,0
Norman Regional Health System,1
Ascension St. John Jane Phillips,3
Cornerstone Specialty Hospitals Muskogee,1
INTEGRIS Health Edmond,2
Beaver County Memorial Hospital,0
Stillwater Medical Blackwell,0
Cimarron Memorial Hospital,0
Saint Francis Hospital South,5
Harper County Community Hospital,0
Carnegie Tri-County Municipal Hospital,0
Roger Mills Memorial Hospital,0
Grady Memorial Hospital,0
Hillcrest Hospital Claremore,0
Claremore Indian Hospital,1
Cleveland Area Hospital,0
Oklahoma Heart Hospital South Campus,3
Coal County General Hospital,1
Cordell Memorial Hospital,0
Duncan Regional Hospital,1
Hillcrest Hospital Cushing,0
AllianceHealth Durant,2
Bethany Children's Health Center,2
Ascension St. John Broken Arrow,0
Great Plains Regional Medical Center,1
INTEGRIS Bass Baptist Health Center,0
St. Mary's Regional Medical Center OK,0
Fairfax Community Hospital,1
Fairview Regional Medical Center,0
Northwest Center for Behavioral Health,0
INTEGRIS Grove Hospital,0
Memorial Hospital of Texas County Authority,5
Mercy Rehabilitation Hospital Oklahoma City,5
Mercy Hospital Logan County,0
Mercy Rehabilitation Hospital Oklahoma City South,0
Mercy Hospital Healdton,0
Hillcrest Hospital Henryetta,0
"St. John Rehabilitation Hospital, an affiliate of Encompass Health",0
AMG Specialty Hospital - Oklahoma City,3
Holdenville General Hospital,0
Elkview General Hospital,0
Harmon Memorial Hospital,0
Tulsa Rehabilitation Hospital,0
Council Oak Comprehensive Healthcare,0
Choctaw Memorial Hospital,0
McCurtain Memorial Hospital,0
Mercy Hospital Kingfisher,1
Comanche County Memorial Hospital,5
Lawton Indian Hospital,2
Southwestern Medical Center,0
Lindsay Municipal Hospital,0
AllianceHealth Madill,1
Mangum Regional Medical Center,0
Mercy Health Love County,0
McAlester Regional Health Center,0
Willow Crest Hospital,1
INTEGRIS Miami Hospital,1
Saint Francis Hospital Muskogee,1
Jack C. Montgomery Department of Veterans Affairs Medical Center,0
Griffin Memorial Hospital,2
Ascension St. John Nowata,0
Okeene Municipal Hospital,1
Creek Nation Community Hospital,0
INTEGRIS Baptist Medical Center,7
SSM Health St. Anthony Hospital - Midwest,0
Mercy Hospital Oklahoma City,3
Valir Rehabilitation Hospital,12
SSM Health St. Anthony Hospital - Oklahoma City,5
INTEGRIS Southwest Medical Center,3
Oklahoma City VA Medical Center,3
Muscogee Creek Nation Medical Center,0
Pawhuska Hospital,0
Stillwater Medical Perry,0
INTEGRIS Health Ponca City Hospital,0
Eastern Oklahoma Medical Center,1
Prague Regional Memorial Hospital,1
Hillcrest Hospital Pryor,0
Purcell Municipal Hospital,0
Ascension St. John Sapulpa,0
Memorial Hospital of Stilwell,1
Newman Memorial Hospital,0
Haskell Regional Hospital,0
Stillwater Medical Center,3
Rural Wellness Stroud,0
Arbuckle Memorial Hospital,0
Seiling Municipal Hospital,1
Northeastern Health System,5
Cherokee Nation W.W. Hastings Hospital,5
Choctaw Nation Health Care Center,0
Mercy Hospital Tishomingo,1
Hillcrest Medical Center,3
Saint Francis Hospital OK,7
Ascension St. John Medical Center,0
Parkside Psychiatric Hospital and Clinic,3
Saint Francis Hospital Vinita,0
Oklahoma Forensic Center,0
Brookhaven Hospital,1
Wagoner Community Hospital,2
Mercy Hospital Watonga,0
Laureate Psychiatric Clinic and Hospital,8
Jefferson County Hospital OK,0
Weatherford Regional Hospital,2
INTEGRIS Health Woodward Hospital,1
Northeastern Health System Sequoyah,0
Oklahoma State University Medical Center,9
Oakwood Springs,2
Muscogee Creek Nation Physical Rehabilitation Center,0
PAM Health Rehabilitation Hospital of Tulsa,2
INTEGRIS Health Community Hospital At Council Crossing,2
Tulsa Center for Behavioral Health,2
Valley Community Hospital,0
"Ascension St. John Rehabilitation Hospital, an affiliate of Encompass Health - Owasso",0
Oklahoma City Rehabilitation Hospital,0
Texas Health Specialty Hospital,7
Encompass Health Rehabilitation Hospital of City View,3
