,Hospital Name,Nearby Cell Towers
3590,Putnam County Memorial Hospital,0,0,0
3591,Royal Oaks Hospital,0,0,0
3592,Osage Beach Center For Behavioral Health,0,0,1
3593,CenterPointe Hospital of Columbia,0,0,0
3594,Perimeter Behavioral Hospital of Springfield,0,0,1
3595,Maryland Heights Center for Behavioral Health,0,0,0
3596,Mercy Rehabilitation Hospital South,0,0,0
3597,Altru Health System,0,0,1
3598,Essentia Health Fargo,0,0,6
3599,Trinity Health,0,0,6
3600,Ashley Medical Center,0,0,0
3601,Prairie St. John's,0,0,16
3602,Quentin N. Burdick Memorial Healthcare Facility,0,0,0
3603,Vibra Hospital of Fargo,0,0,11
3604,Vibra Hospital of Central Dakotas,0,0,3
3605,Sanford Medical Center Bismarck,0,0,3
3606,CHI St. Alexius Health Bismarck,0,0,4
3607,SMP Health - St. Andrew's,0,0,0
3608,Southwest Healthcare Services,0,0,0
3609,Towner County Medical Center,0,0,0
3610,CHI St Alexius Health Carrington,0,0,0
3611,Pembina County Memorial Hospital and Wedgewood Manor,0,0,0
3612,Dakota Regional Medical Center,0,0,0
3613,St. Luke's Medical Center,0,0,0
3614,CHI St. Alexius Health Devils Lake,0,0,0
3615,CHI St. Alexius Health Dickinson,0,0,1
3616,Jacobson Memorial Hospital Care Center,0,0,0
3617,Sanford Medical Center Fargo,0,0,29
3618,Fargo VA Medical Center,0,0,2
3619,Unity Medical Center,0,0,0
3620,"Standing Rock Service Unit, Fort Yates Hospital, Indian Health Service, DHHS",0,0,0
3621,CHI St. Alexius Health Garrison,0,0,0
3622,SMP Health - St. Aloisius,0,0,0
3623,Sakakawea Medical Center,0,0,0
3624,West River Regional Medical Center,0,0,0
3625,Jamestown Regional Medical Center,0,0,1
3626,Sanford Hillsboro Medical Center,0,0,1
3627,North Dakota State Hospital,0,0,1
3628,Trinity Kenmare Community Hospital,0,0,0
3629,Langdon Prairie Health,0,0,0
3630,Linton Regional Medical Center,0,0,0
3631,CHI Lisbon Health,0,0,0
3632,Sanford Mayville Medical Center,0,0,0
3633,Nelson County Health System,0,0,0
3634,Northwood Deaconess Health Center,0,0,0
3635,CHI Oakes Hospital,0,0,0
3636,First Care Health Center,0,0,0
3637,SMP Health - St. Kateri,0,0,0
3638,PAM Rehabilitation Hospital of Fargo,0,0,1
3639,Heart of America Medical Center,0,0,0
3640,Altru Rehabilitation Hospital,0,0,0
3641,Mountrail County Medical Center,0,0,0
3642,Tioga Medical Center,0,0,0
3643,CHI St. Alexius Health Turtle Lake Hospital,0,0,0
3644,CHI Mercy Health,0,0,0
3645,McKenzie County Healthcare System,0,0,1
3646,CHI St. Alexius Health Williston,0,0,0
3647,South Central Health,0,0,0
3648,Monument Health Rapid City Hospital,0,0,3
3649,Avera Queen of Peace Hospital,0,0,0
3650,Avera St. Luke's Hospital,0,0,0
3651,Black Hills HCS,0,0,0
3652,Sanford USD Medical Center,0,0,0
3653,Avera Heart Hospital of South Dakota,0,0,1
3654,Black Hills Surgical Hospital,0,0,0
3655,Sioux Falls Specialty Hospital,0,0,0
3656,Dunes Surgical Hospital,0,0,2
3657,Same Day Surgery Center,0,1,2
3658,Douglas County Memorial Hospital,0,0,0
3659,Select Specialty Hospital-Sioux Falls,0,0,0
3660,Bowdle Hospital,0,0,0
3661,Brookings Health System,0,0,0
3662,Community Memorial Hospital,0,0,0
3663,Sanford Chamberlain Medical Center,0,0,0
3664,U. S. Public Health Service Indian Hospital,0,0,0
3665,Sanford Clear Lake Medical Center,0,0,0
3666,Monument Health Custer Hospital,0,0,4
3667,Monument Health Lead-Deadwood Hospital,0,0,0
3668,Avera Dells Area Hospital,0,0,0
3669,Avera De Smet Memorial Hospital,0,0,0
3670,Eureka Community Health Services Avera,0,0,0
3671,Faulkton Area Medical Center,0,0,0
3672,Avera Flandreau Hospital,0,0,0
3673,Freeman Regional Health Services,0,0,0
3674,Avera Missouri River Health Center,0,0,0
3675,Avera Gregory Hospital,0,0,0
3676,Fall River Health Services,0,0,0
3677,Huron Regional Medical Center,0,0,0
3678,Madison Regional Health System,0,0,0
3679,Bennett County Hospital and Nursing Home,0,0,0
3680,Milbank Area Hospital Avera,0,0,0
3681,Avera Hand County Memorial Hospital,0,0,0
3682,Mobridge Regional Hospital,0,0,3
3683,Avera St. Benedict Health Center,0,0,0
3684,Philip Health Services,0,0,0
3685,Avera St. Mary's Hospital,0,0,0
3686,U. S. Public Health Service Indian Hospital,0,0,0
3687,Platte Health Center Avera,0,0,0
3688,Indian Health Service Hospital,0,0,0
3689,Community Memorial Hospital,0,0,0
3690,U. S. Public Health Service Indian Hospital,0,0,0
3691,Landmann-Jungman Memorial Hospital Avera,0,0,0
3692,Lifescape,0,0,0
3693,Avera McKennan Hospital and University Health Center,0,0,0
3694,Royal C. Johnson Veterans' Memorial Hospital,0,0,0
3695,Coteau des Prairies Hospital,0,0,0
3696,Monument Health Spearfish Hospital,0,0,0
3697,Monument Health Sturgis Hospital,0,0,0
3698,St. Michael's Hospital Avera,0,0,0
3699,Sanford Vermillion Medical Center,0,0,0
3700,Pioneer Memorial Hospital and Health Services,0,0,0
3701,Wagner Community Memorial Hospital Avera,0,0,0
3702,U. S. Public Health Service Indian Hospital,0,0,0
3703,Prairie Lakes Healthcare System,0,0,0
3704,Avera Weskota Memorial Hospital,0,0,0
3705,Winner Regional Healthcare Center,0,0,0
3706,Avera Sacred Heart Hospital,0,0,0
3707,Marshall County Healthcare Center Avera,0,0,0
3708,Sanford Canton-Inwood Medical Center,0,0,0
3709,Sanford Webster Medical Center,0,0,0
3710,Sanford Aberdeen Medical Center,0,0,0
3711,Encompass Health Rehabilitation Hospital of Sioux Falls,0,0,0
3712,CHI Health Good Samaritan,0,0,0
3713,Faith Regional Health Services,0,0,0
3714,Veterans Affairs Nebraska-Western Iowa Health Care System - Lincoln,0,0,4
3715,Nebraska Medicine - Nebraska Medical Center,0,0,3
3716,Bryan Medical Center,0,0,6
3717,Lincoln Surgical Hospital,0,0,3
3718,CHI Health Nebraska Heart,0,0,0
3719,CHI Health Lakeside,0,4,7
3720,OrthoNebraska Hospital,0,0,3
3721,Brown County Hospital,0,0,0
3722,Select Specialty Hospital-Omaha,0,0,0
3723,Boone County Health Center,0,0,0
3724,Box Butte General Hospital,0,0,0
3725,Harlan County Health System,0,0,0
3726,West Holt Medical Services,0,0,0
3727,Nemaha County Hospital,0,0,0
3728,Memorial Community Health,0,0,10
3729,Rock County Hospital,0,0,0
3730,Beatrice Community Hospital and Health Center,0,0,0
3731,Dundy County Hospital,0,0,0
3732,Memorial Community Hospital and Health System,0,2,1
3733,Morrill County Community Hospital,0,0,0
3734,Jennie M. Melham Memorial Medical Center,0,0,0
3735,Callaway District Hospital,0,0,0
3736,Tri Valley Health System,0,0,1
3737,Midwest Surgical Hospital,0,0,0
3738,Merrick Medical Center,0,0,0
3739,Nebraska Medicine - Bellevue,0,0,1
3740,Chadron Community Hospital and Health Services,0,0,0
3741,Columbus Community Hospital,0,0,2
3742,Cozad Community Health System,0,0,0
3743,Avera Creighton Hospital,0,0,0
3744,Crete Area Medical Center,0,0,1
3745,Butler County Health Care Center,0,0,1
3746,Jefferson Community Health and Life,0,0,0
3747,"Community Medical Center, Inc.",0,0,0
3748,Franklin County Memorial Hospital,0,0,0
3749,Methodist Fremont Health,0,0,0
3750,Friend Community Healthcare System,0,0,0
3751,Fillmore County Hospital,0,0,0
3752,Gordon Memorial Health Services,0,0,0
3753,Gothenburg Health,0,0,0
3754,CHI Health Saint Francis,0,0,0
3755,Perkins County Health Services,0,0,0
3756,Mary Lanning Healthcare,0,0,0
3757,Thayer County Health Services,0,0,0
3758,Henderson Health Care Services,0,0,0
3759,Phelps Memorial Health Center,0,0,0
3760,Chase County Community Hospital,0,0,1
3761,Kimball Health Services,0,0,0
3762,Lexington Regional Health Center,0,0,0
3763,Madonna Rehabilitation Hospital,0,0,1
3764,Kearney Regional Medical Center,0,0,1
3765,Madonna Rehabilitation Hospital,0,0,9
3766,Lincoln Regional Center,0,0,7
3767,Madonna Rehabilitation Hospital,0,0,9
3768,Grand Island Regional Medical Center,0,0,0
3769,Nebraska Penal and Correctional Hospital,0,1,8
3770,CHI Health St Elizabeth,0,0,4
3771,Niobrara Valley Hospital,0,0,0
3772,Community Hospital,0,0,0
3773,Kearney County Health Services,0,0,4
3774,CHI Health St. Mary's,0,0,0
3775,Antelope Memorial Hospital,0,0,0
3776,Great Plains Health,0,0,1
3777,Ogallala Community Hospital,0,0,0
3778,Children's Nebraska,0,0,0
3779,CHI Health Midlands,0,0,0
3780,Douglas County Community Mental Health Center,0,0,2
3781,CHI Health Immanuel,0,0,0
3782,Boys Town National Research Hospital,0,0,1
3783,Nebraska Methodist Hospital,0,0,0
3784,CHI Health Creighton University Medical Center - Bergan Mercy,0,0,0
3785,Omaha VA Medical Center,0,0,1
3786,Avera St. Anthony's Hospital,0,0,0
3787,Valley County Health System,0,0,0
3788,Annie Jeffrey Memorial County Health Center,0,0,0
3789,Regional West Garden County,0,0,0
3790,Osmond General Hospital,0,0,0
3791,Pawnee County Memorial Hospital and Rural Health Clinic,0,0,0
3792,Regional West Medical Center,0,0,0
3793,Pender Community Hospital,0,0,0
3794,CHI Health Plainview,0,0,0
3795,Webster County Community Hospital,0,0,0
3796,CHI Health Schuyler,0,0,0
3797,Memorial Health Care Systems,0,0,0
3798,Sidney Regional Medical Center,0,0,0
3799,Brodstone Memorial Hospital,0,0,0
3800,Syracuse Area Health,0,0,1
3801,Johnson County Hospital,0,0,0
3802,Cherry County Hospital,0,0,0
3803,Franciscan Healthcare,0,0,0
3804,Providence Medical Center,0,0,0
3805,Twelve Clans Unity Hospital,0,0,0
3806,York General,0,0,0
3807,Genoa Medical Facilities,0,0,0
3808,Howard County Medical Center,0,0,0
3809,Saunders Medical Center,0,0,0
3810,Nebraska Spine Hospital,0,0,0
3811,Madonna Rehabilitation Specialty Hospital,0,0,1
3812,Mid-America Rehabilitation Hospital,0,0,9
3813,Kansas Rehabilitation Hospital,0,0,0
3814,Hays Medical Center,0,0,0
3815,Ascension Via Christi Rehabilitation Hospital,0,0,0
3816,KPC Promise Hospital of Overland Park,0,0,7
3817,Memorial Health System,0,0,0
3818,Patterson Health Center,0,0,0
3819,Salina Regional Health Center,0,0,0
3820,Ascension Via Christi St. Francis,0,0,3
3821,"Ascension Via Christi Hospital, Manhattan",0,0,0
3822,Menorah Medical Center,0,0,4
3823,Saint Luke's South Hospital,0,0,10
3824,Kansas Surgery and Recovery Center,0,0,1
3825,Eastern Kansas HCS,0,0,0
3826,Children's Mercy Hospital Kansas,0,0,10
3827,Salina Surgical Hospital,0,0,0
3828,Kansas Heart Hospital,0,0,0
3829,South Central Kansas Medical Center,0,0,0
3830,Select Specialty Hospital-Kansas City,0,0,0
3831,Select Specialty Hospital-Wichita,0,0,3
3832,Manhattan Surgical,0,0,0
3833,Kansas City Orthopaedic Institute,0,0,5
3834,Kansas Spine & Specialty Hospital,0,0,0
3835,Ashland Health Center,0,0,0
3836,University of Kansas Health System Great Bend Campus,0,0,0
3837,Doctor's Hospital,0,0,8
3838,Minimally Invasive Surgery Hospital,0,0,9
3839,KVC Prairie Ridge Psychiatric Hospital,0,0,0
3840,Kansas Medical Center,0,0,0
3841,Summit Surgical,0,0,3
3842,Amberwell Health,0,0,0
3843,Rawlins County Health Center,0,0,1
3844,Republic County Hospital,0,0,0
3845,Mitchell County Hospital Health Systems,0,0,0
3846,Coffey County Hospital,0,0,0
3847,Neosho Memorial Regional Medical Center,0,0,0
3848,Clay County Medical Center,0,0,0
3849,Coffeyville Regional Medical Center,0,0,0
3850,Citizens Medical Center,0,0,4
3851,Comanche County Hospital,0,0,0
3852,Mercy Hospital Columbus,0,0,0
3853,North Central Kansas Medical Center,0,0,0
3854,Morris County Hospital,0,0,2
3855,Lane County Hospital,0,0,0
3856,St. Catherine Hospital - Dodge City,0,0,0
3857,Susan B. Allen Memorial Hospital,0,0,0
3858,Morton County Health System,0,0,0
3859,Ellinwood District Hospital,0,0,0
3860,Ellsworth County Medical Center,0,0,0
3861,Newman Regional Health,0,0,5
3862,Greenwood County Hospital,0,0,0
3863,Irwin Army Community Hospital,0,0,0
3864,Ascension Via Christi Hospital on St. Teresa,0,0,0
3865,Fredonia Regional Hospital,0,0,0
3866,St. Catherine Hospital,0,0,0
3867,Meadowbrook Rehabilitation Hospital,0,0,0
3868,Anderson County Hospital,0,0,0
3869,Girard Medical Center,0,0,0
3870,Goodland Regional Medical Center,0,0,0
3871,Kiowa County Memorial Hospital,0,0,2
3872,Hanover Hospital,0,0,0
3873,Amberwell Hiawatha,0,0,0
3874,Graham County Hospital,0,0,0
3875,Hillsboro Community Hospital,0,0,0
3876,Clara Barton Medical Center,0,0,0
3877,Holton Community Hospital,0,0,0
3878,Sheridan County Health Complex,0,0,1
3879,Stevens County Hospital,0,0,0
3880,Hutchinson Regional Medical Center,0,0,6
3881,Allen County Regional Hospital,0,0,4
3882,Rock Regional Hospital,0,0,0
3883,AdventHealth South Overland Park,0,0,5
3884,Hodgeman County Health Center,0,0,0
3885,Mercy Specialty Hospital Southeast Kansas,0,0,0
3886,Stormont Vail Health - Flint Hills Campus,0,0,0
3887,Rehabilitation Hospital of Overland Park,0,0,11
3888,Providence Medical Center,0,0,0
3889,Johnson County Rehabilitation Hospital,0,0,0
3890,The University of Kansas Hospital,0,0,1
3891,Kingman Community Hospital,0,0,0
3892,Edwards County Medical Center,0,0,0
3893,Kiowa District Healthcare,0,0,0
3894,Rush County Memorial Hospital,0,0,0
3895,Kearny County Hospital,0,0,0
3896,Larned State Hospital,0,0,0
3897,Pawnee Valley Community Hospital,0,0,0
3898,LMH Health,0,0,2
3899,Saint John Hospital,0,0,0
3900,Wichita County Health Center,0,0,0
3901,Southwest Medical Center,0,0,0
3902,Lindsborg Community Hospital,0,0,0
3903,Lincoln County Hospital,0,0,0
3904,Hospital District No 1 of Rice County,0,0,0
3905,St. Luke Hospital and Living Center,0,0,0
3906,Community Memorial Healthcare,0,0,0
3907,"McPherson Hospital, Inc.",0,0,0
3908,Meade District Hospital,0,0,0
3909,Medicine Lodge Memorial Hospital,0,0,0
3910,Minneola District Hospital,0,0,0
3911,Ottawa County Health Center,0,0,0
3912,Mercy Hospital Inc.,0,0,0
3913,Ness County Hospital District No 2,0,0,0
3914,Wilson Medical Center,0,0,0
3915,NMC Health,0,0,0
3916,Prairie View,0,0,0
3917,Norton County Hospital,0,0,2
3918,Logan County Hospital,0,0,0
3919,Decatur Health Systems,0,0,0
3920,Olathe Medical Center,0,0,12
3921,Community HealthCare System,0,0,0
3922,Osawatomie State Hospital at Adair Acute Care,0,0,8
3923,Osborne County Memorial Hospital,0,0,0
3924,Overland Park Regional Medical Center,0,1,20
3925,AdventHealth Ottawa,0,0,0
3926,AdventHealth Shawnee Mission,0,0,14
3927,Miami County Medical Center,0,0,5
3928,Labette Health,0,0,0
3929,Parsons State Hospital and Training Center,0,0,0
3930,Phillips County Health Systems,0,0,0
3931,Ascension Via Christi Hospital,0,0,1
3932,Rooks County Health Center,0,0,0
3933,Pratt Regional Medical Center,0,0,0
3934,Gove County Medical Center,0,0,0
3935,Grisell Memorial Hospital District One,0,0,0
3936,Russell Regional Hospital,0,0,0
3937,Sabetha Community Hospital,0,0,0
3938,Cheyenne County Hospital,0,0,0
3939,Scott County Hospital,0,0,0
3940,Satanta District Hospital and Long Term Care,0,0,0
3941,Sedan City Hospital,0,0,0
3942,Nemaha Valley Community Hospital,0,0,0
3943,Smith County Memorial Hospital,0,0,0
3944,Stafford County Hospital,0,0,0
3945,Hamilton County Hospital,0,0,0
3946,University of Kansas Health System St. Francis Campus,0,0,0
3947,Stormont Vail Health,0,0,0
3948,Kansas Neurological Institute,0,0,0
3949,Greeley County Health Services,0,0,0
3950,Bob Wilson Memorial Grant County Hospital,0,0,0
3951,Trego County-Lemke Memorial Hospital,0,0,0
3952,Wamego Health Center,0,0,0
3953,Washington County Hospital,0,0,0
3954,Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center,0,0,4
3955,Wesley Medical Center,0,0,6
3956,F. W. Huston Medical Center,0,0,0
3957,William Newton Hospital,0,0,0
3958,Jewell County Hospital,0,0,0
3959,Sumner County Hospital District 1,0,0,0
3960,Stanton County Hospital,0,0,0
3961,Cottonwood Springs Hospital,0,0,4
3962,Encompass Health Rehabilitation Hospital of Jonesboro,0,0,0
3963,"CHI St. Vincent Sherwood Rehabilitation Hospital, a partner of Encompass Health",0,0,13
3964,Pinnacle Pointe Behavioral Healthcare System,0,0,42
3965,"Encompass Health Rehabilitation Hospital, a Partner of Washington Regional",0,0,2
3966,Northwest Medical Center - Springdale,0,0,0
3967,Arkansas Heart Hospital,0,1,45
3968,CHRISTUS Dubuis Hospital of Hot Springs,0,0,21
3969,Baptist Health Medical Center-Arkadelphia,0,0,0
3970,"Little River Medical Center, Inc.",0,0,0
3971,CHI St. Vincent North,0,1,12
3972,Methodist Behavioral Hospital,0,0,15
3973,Select Specialty Hospital-Fort Smith,0,0,18
3974,CHRISTUS Dubuis Hospital of Fort Smith,0,0,18
3975,Valley Behavioral Health System,0,0,1
3976,Regency Hospital of Northwest Arkansas - Springdale,0,0,0
3977,Arkansas Surgical Hospital,0,0,0
3978,Unity Health,0,2,14
3979,Conway Regional Rehabilitation Hospital,0,0,1
3980,Cornerstone Specialty Hospitals Little Rock,0,0,27
3981,Advanced Care Hospital of White County,0,0,6
3982,Southeast Rehabilitation Hospital,0,0,0
3983,White River Health,0,0,0
3984,Saline Memorial Hospital,0,0,25
3985,Rivendell Behavioral Health Services,0,0,17
3986,Great River Medical Center,0,0,0
3987,Mercy Hospital Booneville,0,0,0
3988,Izard County Medical Center,0,0,0
3989,Ouachita County Medical Center,0,0,1
3990,Johnson Regional Medical Center,0,0,0
3991,Ozark Health Medical Center,0,0,0
3992,Conway Regional Health System,0,0,1
3993,Baptist Health Medical Center-Heber Springs,0,0,6
3994,Ashley County Medical Center,0,0,0
3995,Chambers Memorial Hospital,0,0,0
3996,Dardanelle Regional Medical Center,0,0,0
3997,South Arkansas Regional Hospital,0,0,3
3998,DeWitt Hospital & Nursing Home,0,0,0
3999,Baptist Health Extended Care Hospital,0,0,28
4000,Delta Health System,0,0,0
4001,Ozarks Community Hospital,0,0,0
4002,Springwoods Behavioral Health Hospital,0,0,2
4003,Vantage Point of Northwest Arkansas,0,0,0
4004,Eureka Springs Hospital,0,0,0
4005,Veterans Health Care System of the Ozarks,0,0,1
4006,Washington Regional Medical System,0,0,2
4007,Dallas County Medical Center,0,0,0
4008,Forrest City Medical Center,0,0,0
4009,Mercy Hospital Fort Smith,0,0,18
4010,Baptist Health-Fort Smith,0,0,9
4011,North Arkansas Regional Medical Center,0,0,0
4012,Encompasss Health Rehabilitation Hospital of Fort Smith,0,0,19
4013,Northwest Health Physicians' Specialty Hospital,0,0,0
4014,Helena Regional Medical Center,0,0,0
4015,Riverview Behavioral Health,0,0,1
4016,Levi Hospital,0,0,13
4017,National Park Medical Center,0,0,1
4018,CHI St. Vincent Hot Springs,0,0,18
4019,St. Bernards Medical Center,0,0,0
4020,NEA Baptist Memorial Hospital,0,0,0
4021,Chicot Memorial Medical Center,0,0,0
4022,Baptist Health Medical Center-Little Rock,0,0,28
4023,Arkansas Children's Hospital,0,2,24
4024,Baptist Health Rehabilitation Institute,0,0,25
4025,Arkansas State Hospital,0,1,19
4026,CHI St. Vincent Infirmary,0,0,27
4027,"CHI St. Vincent Hot Springs Rehabilitation Hospital, a partner of Encompass Health",0,2,14
4028,Baptist Memorial Hospital-Crittenden,0,1,7
4029,UAMS Medical Center,0,0,20
4030,John L. McClellan Memorial Veterans' Hospital,0,0,27
4031,McGehee Hospital,0,0,0
4032,Magnolia Regional Medical Center,0,0,0
4033,Wadley Regional Medical Center at Hope,0,0,0
4034,Arkansas Continued Care Hospital of Jonesboro,0,0,0
4035,Baptist Health Medical Center-Hot Spring County,0,0,1
4036,Mena Regional Health System,0,0,0
4037,Mercy Hospital Paris,0,0,0
4038,Baptist Health Medical Center - Drew County,0,0,0
4039,Mercy Rehabilitation Hospital Fort Smith,0,0,0
4040,CHI St. Vincent Morrilton,0,0,0
4041,Baxter Health,0,0,4
4042,Stone County Medical Center,0,0,1
4043,Howard Memorial Hospital,0,0,0
4044,The BridgeWay,0,0,5
4045,Unity Health - Newport,0,0,0
4046,Baptist Health Medical Center - North Little Rock,0,1,18
4047,SMC Regional Medical Center,0,0,0
4048,Arkansas Methodist Medical Center,0,0,3
4049,Piggott Health System,0,0,0
