From Current Year File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL HOSPITALS WITH SELECTED DATA FIELDS (FY2022 Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: AHA DataQuery™, FY2022/Current Year Data. Copyrighted and licensed by Health Forum LLC, an American Hospital Association company, Chicago, 2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List created by Alyssa Vincent on May 3, 2024, AHA Resource Center, (312) 422-2008, avincent@aha.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We used the most current information available, which includes 2022 data; some hospitals added since the 2022 survey was completed will not have complete data. Additionally, some hospitals may have closed and have been removed from the data.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,AHA ID,Medicare Provider ID,Hospital Name,Address,City,State,Zip,Area code,Local telephone number,Web address,Contract managed hospital,Management organization name,Management organization city,Management organization state,Community hospital designation for Stats,Census Bureau codes,County,Latitude,Longitude,Control / Ownership Type,Operates subsidiary corps.,Primary Service,System ID,System Name,System Address,System City,System State,System Zip,System phone,System Primary Contact,System Contact Title,Chief Admin. Name,Air ambulance services - hospital,Air ambulance services - health system,Air ambulance services - joint venture,Ambulance services,Ambulance services - health system,Ambulance services - joint venture,Trauma center certified level,Does your hospital/health system have a significant partnership with an insurer or an insurance company/health plan?,Total Capital Expenditures,Emergency medicine (TE),Hospitalist (TE),Intensivist (TE),Obstetrics/gynecology (TE),Other specialists (TE),Primary care (TE),Radiologists/pathologist/anesthesiologist (TE),Total Physicians (TE)
CY,6660800,281302,Pawnee County Memorial Hospital and Rural Health Clinic,600 'I' Street,Pawnee City,NE,68420-3001,402,8522231,http://www.pawneehospital.com,,,,,Yes,31133,"Pawnee, NE",40.1084,-96.1501,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"John Werner, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660810,280061,Regional West Medical Center,4021 Avenue 'B',Scottsbluff,NE,69361-4695,308,6353711,http://www.rwhs.org,,,,,Yes,31157,"Scotts Bluff, NE",41.8884,-103.667,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Melvin McNea, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660815,281349,Pender Community Hospital,100 Hospital Drive,Pender,NE,68047-0100,402,3853083,http://www.pendercommunityhospital.com,,,,,Yes,31173,"Thurston, NE",42.1054,-96.7112,Govt. (non federal) - Hospital district,,General medical and surgical,5990906,Trinity Health,20555 Victor Parkway,Livonia,MI,48152-7031,(734)343-1000,"Michael A. Slubowski, FACHE, FACMPE",President and Chief Executive Officer,"Laura Gamble, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660820,281346,CHI Health Plainview,704 North Third Street,Plainview,NE,68769-2047,402,5824245,http://www.alegentcreighton.com/plainview-hospital,,,,,Yes,31139,"Pierce, NE",42.3586,-97.7858,Nongovt. (not-for-profit) - Church Operated,,General medical and surgical,5990948,CommonSpirit Health,444 West Lake Street Suite 2500,Chicago,IL,60606-0097,(312)741-7000,"Wright L. Lassiter, III",Chief Executive Officer,"Connie Peters, President",,,,,,,,,,,,,,,,,
CY,6660825,281316,Webster County Community Hospital,621 North Franklin Street,Red Cloud,NE,68970-2260,402,7465600,http://www.websterhospital.org,,,,,Yes,31181,"Webster, NE",40.0909,-98.5275,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"LaMont Cook, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660827,281323,CHI Health Schuyler,104 West 17th Street,Schuyler,NE,68661-1304,402,3522441,http://www.alegent.org,,,,,Yes,31037,"Colfax, NE",41.4556,-97.0609,Nongovt. (not-for-profit) - Church Operated,,General medical and surgical,5990948,CommonSpirit Health,444 West Lake Street Suite 2500,Chicago,IL,60606-0097,(312)741-7000,"Wright L. Lassiter, III",Chief Executive Officer,"Connie Peters, President",,,,,,,,,,,,,,,,,
CY,6660850,281339,Memorial Health Care Systems,300 North Columbia Avenue,Seward,NE,68434-2228,402,6432971,http://www.mhcs.us,,,,,Yes,31159,"Seward, NE",40.909,-97.0914,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"Roger J. Reamer, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660855,281357,Sidney Regional Medical Center,1000 Pole Creek Crossing,Sidney,NE,69162-1799,308,2545825,http://www.sidneyrmc.com,No,,,,Yes,31033,"Cheyenne, NE",41.1359,-102.952,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Jason Petik, Chief Executive Officer",No,No,Yes,No,No,Yes,,No,,,,,,,,,
CY,6660920,281315,Brodstone Memorial Hospital,520 East Tenth Street,Superior,NE,68978-1225,402,8793281,https://www.brodstonehealthcare.org/,No,,,,Yes,31129,"Nuckolls, NE",40.0267,-98.066,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Treg Vyzourek, Chief Executive Officer",No,No,No,No,No,Yes,,No,7989973,0,0,0,0,0,3,0,3
CY,6660935,281309,Syracuse Area Health,2731 Healthcare Drive,Syracuse,NE,68446,402,2692011,http://www.syracuseareahealth.com,No,,,,Yes,31131,"Otoe, NE",40.667,-96.1868,Govt. (non federal) - Hospital district,No,General medical and surgical,,,,,,,,,,"Michael Harvey, President and Chief Executive Officer",No,No,Yes,No,No,Yes,Other,No,239375,0,0,0,0,1,3,0,4
CY,6660939,281350,Johnson County Hospital,202 High Street,Tecumseh,NE,68450-2443,402,3353361,http://www.jchosp.com,,,,,Yes,31097,"Johnson, NE",40.3793,-96.1973,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Mary Kent, Administrator",,,,,,,,,,,,,,,,,
CY,6660960,281344,Cherry County Hospital,510 North Green Street,Valentine,NE,69201-1932,402,3762525,http://www.cherrycountyhospital.org,,,,,Yes,31031,"Cherry, NE",42.8784,-100.539,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Nancy J Hicks-Arsenault, Interim Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660990,281322,Franciscan Healthcare,430 North Monitor Street,West Point,NE,68788-1555,402,3722404,http://www.fcswp.org,,,,,Yes,31039,"Cuming, NE",41.8434,-96.706,Nongovt. (not-for-profit) - Church Operated,,General medical and surgical,5991455,"Franciscan Sisters of Christian Charity Sponsored Ministries, Inc.",2413 South Alverno Road,Manitowoc,WI,54220,(920)684-7071,"Scott McConnaha, FACHE",President and Chief Executive Officer,"Tyler Toline, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6660995,281345,Providence Medical Center NE,1200 Providence Road,Wayne,NE,68787-1299,402,3753800,http://www.providencemedical.com,No,,,,Yes,31179,"Wayne, NE",42.241,-97.0081,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Danielle Gearhart, Chief Executive Officer",No,No,Yes,Yes,No,No,,No,13070073,1,0,0,0,2,0,0,3
CY,6661000,280119,Twelve Clans Unity Hospital,Highway 7577,Winnebago,NE,68071,402,8782231,,,,,,No,31173,"Thurston, NE",42.2323,-96.417,Govt. (federal) - Public Health Indian Service,,General medical and surgical,,,,,,,,,,"David Edwards, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6661010,281336,York General,2222 North Lincoln Avenue,York,NE,68467-1095,402,3626671,http://www.yorkgeneral.org,,,,,Yes,31185,"York, NE",40.8825,-97.5921,Nongovt. (not-for-profit) - Other,,General medical and surgical,,,,,,,,,,"James P. Ulrich Jr, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6669060,281312,Genoa Medical Facilities,706 Ewing Avenue,Genoa,NE,68640-3035,402,9932283,http://genoamedical.org/,,,,,Yes,31125,"Nance, NE",41.4434,-97.7334,Govt. (non federal) - City-county,,General medical and surgical,5990814,Faith Regional Health Services,2700 West Norfolk Avenue,Norfolk,NE,68701-4438,(402)371-4880,"Kelly Driscoll, RN, MHA, FACHE",President and Chief Executive Officer,"Amanda Roebuck, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6669130,281338,Howard County Medical Center,1113 Sherman Street,Saint Paul,NE,68873-1546,308,7544421,http://www.hcmc.us.com,,,,,Yes,31093,"Howard, NE",41.2171,-98.4631,Govt. (non federal) - County,,General medical and surgical,,,,,,,,,,"Arlan D Johnson, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6669150,281307,Saunders Medical Center,1760 County Road J,Wahoo,NE,68066-4152,402,4434191,http://www.saundersmedicalcenter.com,,,,,Yes,31155,"Saunders, NE",41.1934,-96.6357,Govt. (non federal) - County,,General medical and surgical,5990400,Bryan Health,1600 South 48th Street,Lincoln,NE,68506-1283,(402)481-1111,Russell R. Gronewold,President and Chief Executive Officer,"Julie A. Rezac, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6669151,280133,Nebraska Spine Hospital,"6901 North 72nd Street, Suite 20300",Omaha,NE,68122-1755,402,5723000,http://www.nebraskaspinehospital.com,,,,,Yes,31055,"Douglas, NE",41.3218,-96.0213,Investor-owned; for-profit - Partnership,,Orthopedic,,,,,,,,,,"Christopher M. Palumbo, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6669153,282003,Madonna Rehabilitation Specialty Hospital,17500 Burke Street,Omaha,NE,68118-2244,844,4033131,https://www.madonna.org,,,,,Yes,31055,"Douglas, NE",41.2602,-96.1903,Nongovt. (not-for-profit) - Other,,Acute Long-Term Care,,,,,,,,,,"Paul Dongilli Jr, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6670002,173026,Mid-America Rehabilitation Hospital,5701 West 110th Street,Shawnee Mission,KS,66211-2503,913,4912400,http://www.midamericarehabhospital.com,No,,,,Yes,20091,"Johnson, KS",38.9289,-94.6512,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990023,Encompass Health Corporation,9001 Liberty Parkway,Birmingham,AL,35242-7509,(205)967-7116,Mark J Tarr,President and Chief Executive Officer,"Tiffany Kiehl, Chief Executive Officer",No,No,No,No,No,No,,No,2519018,0,0,0,0,0,0,0,0
CY,6670003,173025,Kansas Rehabilitation Hospital,1504 SW Eighth Avenue,Topeka,KS,66606-1632,785,2356600,http://www.kansasrehabhospital.com,Yes,Encompass Health Corporation,Birmingham,AL,Yes,20177,"Shawnee, KS",39.0548,-95.6948,Investor-owned; for-profit - Corporation,No,Rehabilitation,5990023,Encompass Health Corporation,9001 Liberty Parkway,Birmingham,AL,35242-7509,(205)967-7116,Mark J Tarr,President and Chief Executive Officer,"Barry Muninger, Chief Executive Officer",No,No,No,No,No,No,,No,2681062,0,0,0,0,0,0,0,0
CY,6670004,170013,Hays Medical Center,2220 Canterbury Drive,Hays,KS,67601-2370,785,6235000,http://www.haysmed.com,No,,,,Yes,20051,"Ellis, KS",38.8785,-99.2992,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,,,,,,,,,,"Edward Herrman, President and Chief Executive Officer",No,No,Yes,No,No,Yes,Rural Trauma Hospital,No,6129188,3,6,0,4,28,11,2,54
CY,6670007,173028,Ascension Via Christi Rehabilitation Hospital,1151 North Rock Road,Wichita,KS,67206-1262,316,6343400,http://www.via-christi.org,No,,,,Yes,20173,"Sedgwick, KS",37.7039,-97.246,Nongovt. (not-for-profit) - Church Operated,No,Rehabilitation,5990198,Ascension Healthcare,4600 Edmundson Road,Saint Louis,MO,63134,(314)733-8000,"Joseph R. Impicciche, JD, MHA",Chief Executive Officer,"Laurie Labarca, President",No,No,No,No,Yes,No,,No,43649,0,0,0,0,8,0,0,8
CY,6670009,172004,KPC Promise Hospital of Overland Park,6509 West 103rd Street,Overland Park,KS,66212-1728,913,6493701,http://overlandpark.kpcph.com,,,,,Yes,20091,"Johnson, KS",38.94,-94.6624,Investor-owned; for-profit - Corporation,,Acute Long-Term Care,5990333,"KPC Healthcare, Inc.",1301 North Tustin Avenue,Santa Ana,CA,92705-8619,(714)953-3652,Peter R Baronoff,Chief Executive Officer and Managing Director,"Patricia Ann Wors, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6670010,171381,Memorial Health System,511 NE Tenth Street,Abilene,KS,67410-2153,785,2632100,http://www.mhsks.org,Yes,Salina Regional Health Center,Salina,KS,Yes,20041,"Dickinson, KS",38.9253,-97.2059,Govt. (non federal) - Hospital district,No,General medical and surgical,,,,,,,,,,"Harold Courtois, Chief Executive Officer",No,No,Yes,No,No,Yes,,No,7551513,0,0,0,0,2,5,0,7
CY,6670013,171346,Patterson Health Center,485 N KS Hwy 2,Anthony,KS,67003-2526,620,9141200,http://pattersonhc.org,No,,,,Yes,20077,"Harper, KS",37.1553,-98.0174,Govt. (non federal) - Hospital district,No,General medical and surgical,,,,,,,,,,"Sarah Teaff, Chief Executive Officer",No,No,No,No,No,No,,No,343942,0,0,0,0,0,2,0,2
CY,6670016,170012,Salina Regional Health Center,400 South Santa Fe Avenue,Salina,KS,67401-4198,785,4527000,http://www.srhc.com,No,,,,Yes,20169,"Saline, KS",38.8334,-97.6101,Nongovt. (not-for-profit) - Other,Yes,General medical and surgical,5991002,Salina Regional Health Center,400 South Santa Fe Avenue,Salina,KS,67401-4198,(785)452-7000,Joel Phelps,President and Chief Executive Officer,"Joel Phelps, President and Chief Executive Officer",No,No,No,No,No,No,Rural Trauma Hospital,No,9762099,13,17,1,3,23,26,0,83
CY,6670017,170122,Ascension Via Christi St. Francis,211 N College Ave,Mulvane,KS,67110,316,2685000,http://www.via-christi.org,No,,,,Yes,20173,"Sedgwick, KS",37.7,-97.3324,Nongovt. (not-for-profit) - Church Operated,Yes,General medical and surgical,5990198,Ascension Healthcare,4600 Edmundson Road,Saint Louis,MO,63134,(314)733-8000,"Joseph R. Impicciche, JD, MHA",Chief Executive Officer,"Joy Scott, President",No,No,No,Yes,No,No,Regional Resource Trauma Center,No,20535306,0,0,8,9,60,32,1,110
CY,6670018,170142,"Ascension Via Christi Hospital, Manhattan",1823 College Avenue,Manhattan,KS,66502-3346,785,7763322,https://www.viachristi.org/manhattan,Yes,Ascension Health,Saint Louis,MO,Yes,20161,"Riley, KS",39.2013,-96.5993,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5990198,Ascension Healthcare,4600 Edmundson Road,Saint Louis,MO,63134,(314)733-8000,"Joseph R. Impicciche, JD, MHA",Chief Executive Officer,"Robert C Copple, Senior Administrator",No,No,No,No,No,No,,No,3335791,0,4,0,0,0,0,0,4
CY,6670020,170182,Menorah Medical Center,5721 West 119th Street,Overland Park,KS,66209-3722,913,4986000,http://www.menorahmedicalcenter.com,No,,,,Yes,20091,"Johnson, KS",38.9103,-94.6521,Investor-owned; for-profit - Corporation,No,General medical and surgical,5990048,HCA Healthcare,1 Park Plaza,Nashville,TN,37203-1548,(615)344-5248,Samuel Hazen,President and Chief Executive Officer,"Phil Buttell, Chief Executive Officer",No,No,No,No,No,No,,No,,0,0,0,0,0,0,0,0
CY,6670021,170185,Saint Luke's South Hospital,12300 Metcalf Avenue,Overland Park,KS,66213-1324,913,3177000,http://www.saintlukeshealthsystem.org/south,No,,,,Yes,20091,"Johnson, KS",38.9041,-94.6692,Nongovt. (not-for-profit) - Church Operated,Yes,General medical and surgical,5990051,BJC Health System,"4901 Forest Park Avenue, Suite 1200",Saint Louis,MO,63108-1402,(314)286-2000,Richard J Liekweg,President and Chief Executive Officer,"Bobby Olm-Shipman, Chief Executive Officer",No,Yes,No,No,Yes,No,,No,6572377,0,0,0,0,0,0,0,0
CY,6670022,170183,Kansas Surgery and Recovery Center,2770 North Webb Road,Wichita,KS,67226-8112,316,6340090,http://www.ksrc.org,No,,,,Yes,20173,"Sedgwick, KS",37.7331,-97.225,Investor-owned; for-profit - Partnership,No,Surgical,,,,,,,,,,"Ely Bartal, Chief Executive Officer",No,Yes,No,No,Yes,No,,No,5764822,0,0,0,0,0,0,0,0
CY,6670024,,Eastern Kansas HCS,2200 South West Gage Boulevard,Topeka,KS,66622-0002,785,3503111,http://www.topeka.va.gov/,No,,,,No,20177,"Shawnee, KS",39.0261,-95.7228,Govt. (federal) - Veterans' Affairs,No,General medical and surgical,5999295,Department of Veterans Affairs,810 Vermont Ave Northwest,Washington,DC,20420-0001,(202)273-5781,Robert Wilkie,Secretary,"Anthony Rudy Klopfer, Director",No,No,No,Yes,No,No,,No,5422938,,,,,,,,
CY,6670026,173300,Children's Mercy Hospital Kansas,5808 West 110th Street,Overland Park,KS,66211-2504,913,6968000,https://www.childrensmercy.org/locations/childrens-mercy-hospital-kansas/,No,,,,Yes,20091,"Johnson, KS",38.9298,-94.6528,Nongovt. (not-for-profit) - Other,No,Children's general,,,,,,,,,,"Paul D. Kempinski, Chief Executive Officer",Yes,Yes,No,Yes,Yes,No,,No,1902448,55,39,40,3,258,84,62,541
CY,6670028,170187,Salina Surgical Hospital,401 South Santa Fe Avenue,Salina,KS,67401-4143,785,8270610,http://www.salinasurgical.com/,No,,,,Yes,20169,"Saline, KS",38.8337,-97.6085,Investor-owned; for-profit - Partnership,No,Surgical,,,,,,,,,,"LuAnn Puvogel, Chief Executive Officer",No,No,No,No,No,No,,No,1299188,0,0,0,0,0,0,0,0
CY,6670029,170186,Kansas Heart Hospital,3601 North Webb Road,Wichita,KS,67226-8129,316,6305000,http://www.kansasheart.com,No,,,,Yes,20173,"Sedgwick, KS",37.7501,-97.2277,Investor-owned; for-profit - Corporation,No,Heart,,,,,,,,,,"Thomas L. Ashcom, Chief Executive Officer",No,No,No,No,No,No,,No,,0,0,0,0,0,0,0,0
CY,6670030,170779,South Central Kansas Medical Center,6401 Patterson Parkway,Arkansas City,KS,67005-5701,620,4422500,http://www.sckrmc.org,No,,,,Yes,20035,"Cowley, KS",37.1326,-97.0362,Govt. (non federal) - City,No,Rural Emergency Hospital,,,,,,,,,,"Leonard Ray Hernandez, Chief Executive Officer",No,No,No,No,No,No,,No,1332439,0,0,0,2,1,5,0,8
CY,6670031,172005,Select Specialty Hospital-Kansas City,1731 North 90th Street,Kansas City,KS,66112-1515,913,7325900,http://www.selectspecialtyhospitals.com,No,,,,Yes,20209,"Wyandotte, KS",39.1242,-94.7868,Investor-owned; for-profit - Corporation,No,Acute Long-Term Care,5990181,Select Medical Corporation,4714 Gettysburg Road,Mechanicsburg,PA,17055-4325,(717)972-1100,David S. Chernow,Chief Executive Officer,"Amy Metz, Chief Executive Officer",No,No,Yes,No,No,Yes,,No,193337,0,0,0,0,0,0,0,0
CY,6670032,172007,Select Specialty Hospital-Wichita,929 North St Francis Street,Wichita,KS,67214-3821,316,2618303,http://www.selectspecialtyhospitals.com/company/locations/wichita.aspx,No,,,,Yes,20173,"Sedgwick, KS",37.7,-97.3324,Investor-owned; for-profit - Corporation,No,Acute Long-Term Care,5990181,Select Medical Corporation,4714 Gettysburg Road,Mechanicsburg,PA,17055-4325,(717)972-1100,David S. Chernow,Chief Executive Officer,"Eric Christensen, Chief Executive Officer",No,No,Yes,No,No,Yes,,No,174844,,,,,,,,
CY,6670033,170190,Manhattan Surgical,1829 College Avenue,Manhattan,KS,66502-3381,785,7765100,http://www.manhattansurgical.com,No,,,,Yes,20161,"Riley, KS",39.2028,-96.5991,Investor-owned; for-profit - Corporation,No,Surgical,,,,,,,,,,"Melissa Westcott, Interim Chief Executive Officer and Chief Financial Officer",No,No,No,No,No,No,,No,1450488,0,0,0,0,0,2,1,3
CY,6670035,170188,Kansas City Orthopaedic Institute,3651 College Boulevard,Leawood,KS,66211-1910,913,3384100,http://www.kcoi.com,No,,,,Yes,20091,"Johnson, KS",38.9267,-94.6281,Investor-owned; for-profit - Partnership,No,Orthopedic,,,,,,,,,,"Gene Austin, Chief Executive Officer",No,No,No,No,No,No,,No,,0,1,0,0,0,0,0,1
CY,6670036,170196,Kansas Spine & Specialty Hospital,3333 North Webb Road,Wichita,KS,67226-8123,316,4625000,http://www.ksspine.com,No,,,,Yes,20173,"Sedgwick, KS",37.7433,-97.2273,Investor-owned; for-profit - Corporation,No,General medical and surgical,,,,,,,,,,"Scott Chapman, Chief Executive Officer",No,No,No,No,No,No,,No,,0,0,0,0,0,0,0,0
CY,6670040,171304,Ashland Health Center,709 Oak Street,Ashland,KS,67831-0188,620,6352241,http://www.ashlandhc.org,Yes,Great Plains Health Alliance,Phillipsburg,KS,No,20025,"Clark, KS",37.1892,-99.7725,Govt. (non federal) - Hospital district,No,General medical and surgical,5991535,"Great Plains Health Alliance, Inc.","250 North Rock Road, Suite 160",Wichita,KS,67206-2241,(316)685-1523,Curt Colson,Chief Executive Officer,"Sandrea Wright, Chief Executive Officer",No,No,No,No,No,No,,No,331128,0,0,0,0,0,1,0,1
CY,6670041,170191,University of Kansas Health System Great Bend Campus,514 Cleveland Street,Great Bend,KS,67530-3562,620,7928833,http://www.gbregional.com,No,,,,Yes,20009,"Barton, KS",38.3563,-98.7909,Govt. (non federal) - Hospital district,No,Surgical,5991040,The University of Kansas Health System,4000 Cambridge Street,Kansas City,KS,66160-0001,(913)588-1227,Bob Page,President and Chief Executive Officer,"John Worden, Interim Administrator",No,No,No,No,No,No,Other,No,4289513,0,0,0,2,3,5,0,10
CY,6670042,170194,Doctor's Hospital,4901 College Boulevard,Leawood,KS,66211-1602,913,5291801,http://www.dshospital.net,,,,,Yes,20091,"Johnson, KS",38.9271,-94.6437,Investor-owned; for-profit - Partnership,,General medical and surgical,,,,,,,,,,"Phil Harness, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6670043,170199,Minimally Invasive Surgery Hospital,11217 Lakeview Avenue,Lenexa,KS,66219-1399,913,3227401,http://mishhospital.com,,,,,Yes,20091,"Johnson, KS",38.9244,-94.769,Investor-owned; for-profit - Corporation,,Surgical,,,,,,,,,,"Parajeet Sabharrwal, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6670044,,KVC Prairie Ridge Psychiatric Hospital,4300 Brenner Drive,Kansas City,KS,66104-1163,913,3340294,http://www.kvc.org,,,,,No,20209,"Wyandotte, KS",39.1648,-94.7092,Nongovt. (not-for-profit) - Other,,Children's psychiatric,,,,,,,,,,"Jason R Hooper, President and Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6670046,170197,Kansas Medical Center,1124 West 21st Street,Andover,KS,67002-5500,316,3004000,http://ksmedcenter.com/,No,,,,Yes,20015,"Butler, KS",37.7245,-97.1475,Investor-owned; for-profit - Corporation,Yes,General medical and surgical,,,,,,,,,,"Badr Idbeis, Chief Executive Officer",No,No,Yes,No,No,Yes,,No,,0,2,0,0,6,4,0,12
CY,6670047,170198,Summit Surgical,1818 East 23rd Avenue,Hutchinson,KS,67502-1106,620,6634800,http://summitks.com,,,,,Yes,20155,"Reno, KS",38.0802,-97.8886,Investor-owned; for-profit - Partnership,,Surgical,,,,,,,,,,"Randy Roatch, Chief Executive Officer",,,,,,,,,,,,,,,,,
CY,6670050,171382,Amberwell Health,800 Raven Hill Drive,Atchison,KS,66002-9204,913,3672131,https://amberwellhealth.org,No,,,,Yes,20005,"Atchison, KS",39.5366,-95.1282,Nongovt. (not-for-profit) - Other,No,General medical and surgical,,,,,,,,,,"Jeffery Perry, President and Chief Executive Officer",No,No,No,No,No,No,,No,4506625,,,,,,,,
CY,6670055,171307,Rawlins County Health Center,707 Grant Street,Atwood,KS,67730-1526,785,6263211,http://www.rchc.us,Yes,Centura Health,Centennial,CO,Yes,20153,"Rawlins, KS",39.8141,-101.039,Govt. (non federal) - County,No,General medical and surgical,,,,,,,,,,"Craig Loveless, Chief Executive Officer",No,No,Yes,No,No,Yes,Other,No,556091,0,0,0,0,0,1,0,1
CY,6670075,171361,Republic County Hospital,2420 'G' Street,Belleville,KS,66935-2400,785,5272254,http://www.rphospital.org,Yes,Great Plains Health Alliance,Phillipsburg,KS,Yes,20157,"Republic, KS",39.8174,-97.6368,Nongovt. (not-for-profit) - Other,No,General medical and surgical,5991535,"Great Plains Health Alliance, Inc.","250 North Rock Road, Suite 160",Wichita,KS,67206-2241,(316)685-1523,Curt Colson,Chief Executive Officer,"Daniel J. Kelly, Chief Executive Officer",No,No,No,No,No,No,Other,No,2036714,0,0,0,0,0,0,0,0
